gem17,gem17name,fl17,bev17,kennziffer,name,krs17,
7140125,"Rheinböllen, Stadt",16.36,"4,107",7140905,Rheinböllen,7140000,Rhein-Hunsrück-Kreis
7140126,Riegenroth,3.14,242,7140907,Simmern,7140000,Rhein-Hunsrück-Kreis
7140127,Riesweiler,16.83,723,7140905,Rheinböllen,7140000,Rhein-Hunsrück-Kreis
7140128,Rödelhausen,2.56,124,7140904,Kirchberg (Hunsrück),7140000,Rhein-Hunsrück-Kreis
7140129,Rödern,2.72,191,7140904,Kirchberg (Hunsrück),7140000,Rhein-Hunsrück-Kreis
7140130,Rohrbach,3.77,180,7140904,Kirchberg (Hunsrück),7140000,Rhein-Hunsrück-Kreis
7140131,Roth,3.87,258,7140903,Kastellaun,7140000,Rhein-Hunsrück-Kreis
7140133,"Sankt Goar, Stadt",23.17,"2,763",7140906,Sankt Goar-Oberwesel,7140000,Rhein-Hunsrück-Kreis
7140134,Sargenroth,12.9,444,7140907,Simmern,7140000,Rhein-Hunsrück-Kreis
7140135,Schlierschied,8.64,179,7140904,Kirchberg (Hunsrück),7140000,Rhein-Hunsrück-Kreis
7140138,Schnorbach,3.42,249,7140905,Rheinböllen,7140000,Rhein-Hunsrück-Kreis
7140139,Schönborn,3.9,270,7140907,Simmern,7140000,Rhein-Hunsrück-Kreis
7140140,Schwall,1.78,330,7140902,Emmelshausen,7140000,Rhein-Hunsrück-Kreis
7140141,Schwarzen,3.88,143,7140904,Kirchberg (Hunsrück),7140000,Rhein-Hunsrück-Kreis
7140144,"Simmern/ Hunsrück, Stadt",11.96,"7,987",7140907,Simmern,7140000,Rhein-Hunsrück-Kreis
7140145,Sohren,9.42,"3,213",7140904,Kirchberg (Hunsrück),7140000,Rhein-Hunsrück-Kreis
7140146,Sohrschied,4.46,114,7140904,Kirchberg (Hunsrück),7140000,Rhein-Hunsrück-Kreis
7140147,Spesenroth,3.51,145,7140903,Kastellaun,7140000,Rhein-Hunsrück-Kreis
7140148,Steinbach,2.6,134,7140905,Rheinböllen,7140000,Rhein-Hunsrück-Kreis
7140149,Thörlingen,2.26,143,7140902,Emmelshausen,7140000,Rhein-Hunsrück-Kreis
7140150,Tiefenbach,5.78,740,7140907,Simmern,7140000,Rhein-Hunsrück-Kreis
7140151,Todenroth,1.56,74,7140904,Kirchberg (Hunsrück),7140000,Rhein-Hunsrück-Kreis
7140153,Uhler,5.58,360,7140903,Kastellaun,7140000,Rhein-Hunsrück-Kreis
7140154,Unzenberg,5.49,412,7140904,Kirchberg (Hunsrück),7140000,Rhein-Hunsrück-Kreis
7140155,Urbar,3.55,698,7140906,Sankt Goar-Oberwesel,7140000,Rhein-Hunsrück-Kreis
7140156,Utzenhain,4.45,104,7140902,Emmelshausen,7140000,Rhein-Hunsrück-Kreis
7140158,Wahlbach,4.34,177,7140907,Simmern,7140000,Rhein-Hunsrück-Kreis
7140159,Wahlenau,4.46,201,7140904,Kirchberg (Hunsrück),7140000,Rhein-Hunsrück-Kreis
7140161,Wiebelsheim,7.34,524,7140906,Sankt Goar-Oberwesel,7140000,Rhein-Hunsrück-Kreis
7140163,Womrath,8.39,188,7140904,Kirchberg (Hunsrück),7140000,Rhein-Hunsrück-Kreis
7140164,Woppenroth,8.66,247,7140904,Kirchberg (Hunsrück),7140000,Rhein-Hunsrück-Kreis
7140165,Würrich,4.33,158,7140904,Kirchberg (Hunsrück),7140000,Rhein-Hunsrück-Kreis
7140166,Wüschheim,3.9,269,7140907,Simmern,7140000,Rhein-Hunsrück-Kreis
7140201,Beulich,13.28,495,7140902,Emmelshausen,7140000,Rhein-Hunsrück-Kreis
7140202,Dommershausen,24.69,"1,073",7140903,Kastellaun,7140000,Rhein-Hunsrück-Kreis
7140204,Mastershausen,11.82,979,7140903,Kastellaun,7140000,Rhein-Hunsrück-Kreis
7140205,Morshausen,7.55,362,7140902,Emmelshausen,7140000,Rhein-Hunsrück-Kreis
7140501,"Boppard, Stadt",74.88,"15,283",7140501,"Boppard, Stadt",7140000,Rhein-Hunsrück-Kreis
7140502,Lahr,3.6,169,7140903,Kastellaun,7140000,Rhein-Hunsrück-Kreis
7140503,Mörsdorf,17.37,600,7140903,Kastellaun,7140000,Rhein-Hunsrück-Kreis
7140504,Zilshausen,6.63,293,7140903,Kastellaun,7140000,Rhein-Hunsrück-Kreis
7141001,Allendorf,3.03,622,7141905,Katzenelnbogen,7141000,Rhein-Lahn-Kreis
7141002,Altendiez,9.22,"2,176",7141903,Diez,7141000,Rhein-Lahn-Kreis
7141003,Attenhausen,5.85,410,7141906,Nassau,7141000,Rhein-Lahn-Kreis
7141004,Auel,2.65,186,7141909,Loreley,7141000,Rhein-Lahn-Kreis
7141005,Aull,2.17,403,7141903,Diez,7141000,Rhein-Lahn-Kreis
7141006,"Bad Ems, Stadt",15.41,"9,568",7141901,Bad Ems,7141000,Rhein-Lahn-Kreis
7141008,Becheln,4.42,668,7141901,Bad Ems,7141000,Rhein-Lahn-Kreis
7141009,Berg,3.32,247,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141010,Berghausen,4.38,290,7141905,Katzenelnbogen,7141000,Rhein-Lahn-Kreis
7141011,Berndroth,6.21,389,7141905,Katzenelnbogen,7141000,Rhein-Lahn-Kreis
7141012,Bettendorf,3.24,333,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141013,Biebrich,3.45,313,7141905,Katzenelnbogen,7141000,Rhein-Lahn-Kreis
7141014,Birlenbach,4.04,"1,564",7141903,Diez,7141000,Rhein-Lahn-Kreis
7141015,Bogel,5.34,769,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141016,Bornich,11.98,935,7141909,Loreley,7141000,Rhein-Lahn-Kreis
7141018,Bremberg,6.07,282,7141905,Katzenelnbogen,7141000,Rhein-Lahn-Kreis
7141019,Buch,4.15,621,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141020,Burgschwalbach,9.2,"1,057",7141904,Hahnstätten,7141000,Rhein-Lahn-Kreis
7141021,Charlottenberg,0.76,153,7141903,Diez,7141000,Rhein-Lahn-Kreis
7141022,Cramberg,5.25,496,7141903,Diez,7141000,Rhein-Lahn-Kreis
7141023,Dachsenhausen,10.13,"1,010",7141909,Loreley,7141000,Rhein-Lahn-Kreis
7141024,Dahlheim,6.82,824,7141909,Loreley,7141000,Rhein-Lahn-Kreis
7141025,Dausenau,9.92,"1,262",7141901,Bad Ems,7141000,Rhein-Lahn-Kreis
7141026,Dessighofen,3.57,179,7141906,Nassau,7141000,Rhein-Lahn-Kreis
7141027,Dienethal,1.39,228,7141906,Nassau,7141000,Rhein-Lahn-Kreis
7141029,"Diez, Stadt",12.41,"11,016",7141903,Diez,7141000,Rhein-Lahn-Kreis
7141030,Dörnberg,5.83,458,7141903,Diez,7141000,Rhein-Lahn-Kreis
7141031,Dörscheid,8.64,388,7141909,Loreley,7141000,Rhein-Lahn-Kreis
7141032,Dörsdorf,4.87,425,7141905,Katzenelnbogen,7141000,Rhein-Lahn-Kreis
7141033,Dornholzhausen,3.94,198,7141906,Nassau,7141000,Rhein-Lahn-Kreis
7141034,Ebertshausen,2.57,122,7141905,Katzenelnbogen,7141000,Rhein-Lahn-Kreis
7141035,Ehr,1.21,71,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141036,Eisighofen,5.43,264,7141905,Katzenelnbogen,7141000,Rhein-Lahn-Kreis
7141037,Endlichhofen,2.24,164,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141038,Eppenrod,6.98,715,7141903,Diez,7141000,Rhein-Lahn-Kreis
7141039,Ergeshausen,2.25,143,7141905,Katzenelnbogen,7141000,Rhein-Lahn-Kreis
7141040,Eschbach,2.58,153,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141041,Fachbach,2.23,"1,257",7141901,Bad Ems,7141000,Rhein-Lahn-Kreis
7141042,Filsen,1.85,643,7141909,Loreley,7141000,Rhein-Lahn-Kreis
7141043,Flacht,4.44,"1,047",7141904,Hahnstätten,7141000,Rhein-Lahn-Kreis
7141044,Frücht,5.53,556,7141901,Bad Ems,7141000,Rhein-Lahn-Kreis
7141045,Geilnau,2.24,353,7141903,Diez,7141000,Rhein-Lahn-Kreis
7141046,Geisig,3.91,348,7141906,Nassau,7141000,Rhein-Lahn-Kreis
7141047,Gemmerich,6.79,528,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141049,Gückingen,2.34,"1,080",7141903,Diez,7141000,Rhein-Lahn-Kreis
7141050,Gutenacker,3.83,359,7141905,Katzenelnbogen,7141000,Rhein-Lahn-Kreis
7141051,Hahnstätten,10.7,"2,933",7141904,Hahnstätten,7141000,Rhein-Lahn-Kreis
7141052,Hambach,2.76,461,7141903,Diez,7141000,Rhein-Lahn-Kreis
7141053,Heistenbach,5.26,"1,047",7141903,Diez,7141000,Rhein-Lahn-Kreis
7141054,Herold,4.09,420,7141905,Katzenelnbogen,7141000,Rhein-Lahn-Kreis
7141055,Himmighofen,5.03,317,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141057,Hirschberg,2.5,362,7141903,Diez,7141000,Rhein-Lahn-Kreis
7141058,Hömberg,4.85,343,7141906,Nassau,7141000,Rhein-Lahn-Kreis
7141059,Holzappel,2.73,"1,024",7141903,Diez,7141000,Rhein-Lahn-Kreis
7141060,Holzhausen an der Haide,8.48,"1,174",7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141061,Holzheim,4.99,888,7141903,Diez,7141000,Rhein-Lahn-Kreis
7141062,Horhausen,5.46,297,7141903,Diez,7141000,Rhein-Lahn-Kreis
7141063,Hunzel,4.02,256,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141064,Isselbach,7.19,358,7141903,Diez,7141000,Rhein-Lahn-Kreis
7141065,Kaltenholzhausen,6.06,576,7141904,Hahnstätten,7141000,Rhein-Lahn-Kreis
7141066,Kamp-Bornhofen,11.41,"1,593",7141909,Loreley,7141000,Rhein-Lahn-Kreis
7141067,Kasdorf,4.06,239,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141068,"Katzenelnbogen, Stadt",9.18,"2,228",7141905,Katzenelnbogen,7141000,Rhein-Lahn-Kreis
7141069,"Kaub, Stadt",13.05,856,7141909,Loreley,7141000,Rhein-Lahn-Kreis
7141070,Kehlbach,2.13,163,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141071,Kemmenau,3.78,481,7141901,Bad Ems,7141000,Rhein-Lahn-Kreis
7141072,Kestert,6.88,581,7141909,Loreley,7141000,Rhein-Lahn-Kreis
7141073,Klingelbach,5.14,725,7141905,Katzenelnbogen,7141000,Rhein-Lahn-Kreis
7141074,Kördorf,7.81,532,7141905,Katzenelnbogen,7141000,Rhein-Lahn-Kreis
7141075,"Lahnstein, Stadt",37.62,"17,939",7141075,"Lahnstein, Stadt",7141000,Rhein-Lahn-Kreis
7141076,Langenscheid,8.93,506,7141903,Diez,7141000,Rhein-Lahn-Kreis
7141077,Laurenburg,2.16,323,7141903,Diez,7141000,Rhein-Lahn-Kreis
7141078,Lautert,3.56,270,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141079,Lierschied,5.95,472,7141909,Loreley,7141000,Rhein-Lahn-Kreis
7141080,Lipporn,4.8,273,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141081,Lohrheim,4.13,595,7141904,Hahnstätten,7141000,Rhein-Lahn-Kreis
7141082,Lollschied,4,187,7141906,Nassau,7141000,Rhein-Lahn-Kreis
7141083,Lykershausen,3.35,219,7141909,Loreley,7141000,Rhein-Lahn-Kreis
7141084,Marienfels,3.84,301,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141085,Miehlen,15.01,"1,935",7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141086,Miellen,2.06,365,7141901,Bad Ems,7141000,Rhein-Lahn-Kreis
7141087,Misselberg,0.74,94,7141906,Nassau,7141000,Rhein-Lahn-Kreis
7141088,Mittelfischbach,1.84,129,7141905,Katzenelnbogen,7141000,Rhein-Lahn-Kreis
7141089,Mudershausen,4.72,424,7141904,Hahnstätten,7141000,Rhein-Lahn-Kreis
7141091,"Nassau, Stadt",17.55,"4,521",7141906,Nassau,7141000,Rhein-Lahn-Kreis
7141092,"Nastätten, Stadt",13.05,"4,130",7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141093,Netzbach,3.39,379,7141904,Hahnstätten,7141000,Rhein-Lahn-Kreis
7141094,Niederbachheim,2.93,259,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141095,Niederneisen,7.94,"1,426",7141904,Hahnstätten,7141000,Rhein-Lahn-Kreis
7141096,Niedertiefenbach,4.02,197,7141905,Katzenelnbogen,7141000,Rhein-Lahn-Kreis
7141097,Niederwallmenach,6.85,412,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141098,Nievern,4.27,967,7141901,Bad Ems,7141000,Rhein-Lahn-Kreis
7141099,Nochern,7.11,507,7141909,Loreley,7141000,Rhein-Lahn-Kreis
7141100,Oberbachheim,2.85,208,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141101,Oberfischbach,5.05,173,7141905,Katzenelnbogen,7141000,Rhein-Lahn-Kreis
7141102,Oberneisen,4.53,765,7141904,Hahnstätten,7141000,Rhein-Lahn-Kreis
7141103,Obernhof,3.86,375,7141906,Nassau,7141000,Rhein-Lahn-Kreis
7141104,Obertiefenbach,5.77,396,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141105,Oberwallmenach,3.19,188,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141106,Oberwies,2.02,137,7141906,Nassau,7141000,Rhein-Lahn-Kreis
7141107,Oelsberg,4.02,505,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141108,Osterspai,13.02,"1,249",7141909,Loreley,7141000,Rhein-Lahn-Kreis
7141109,Patersberg,2.65,380,7141909,Loreley,7141000,Rhein-Lahn-Kreis
7141110,Hainau,3.31,177,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141111,Pohl,4.23,338,7141906,Nassau,7141000,Rhein-Lahn-Kreis
7141112,Prath,4.33,289,7141909,Loreley,7141000,Rhein-Lahn-Kreis
7141113,Reckenroth,3.48,202,7141905,Katzenelnbogen,7141000,Rhein-Lahn-Kreis
7141114,Reichenberg,3.23,172,7141909,Loreley,7141000,Rhein-Lahn-Kreis
7141115,Reitzenhain,5.66,329,7141909,Loreley,7141000,Rhein-Lahn-Kreis
7141116,Rettershain,4.81,339,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141117,Rettert,5.79,431,7141905,Katzenelnbogen,7141000,Rhein-Lahn-Kreis
7141118,Roth,3.4,205,7141905,Katzenelnbogen,7141000,Rhein-Lahn-Kreis
7141120,Ruppertshofen,4.78,332,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141121,"Sankt Goarshausen, Loreleystadt, Stadt",7.06,"1,302",7141909,Loreley,7141000,Rhein-Lahn-Kreis
7141122,Sauerthal,3.57,154,7141909,Loreley,7141000,Rhein-Lahn-Kreis
7141124,Scheidt,2.51,293,7141903,Diez,7141000,Rhein-Lahn-Kreis
7141125,Schiesheim,1.43,252,7141904,Hahnstätten,7141000,Rhein-Lahn-Kreis
7141126,Schönborn,11.71,725,7141905,Katzenelnbogen,7141000,Rhein-Lahn-Kreis
7141127,Schweighausen,3.66,216,7141906,Nassau,7141000,Rhein-Lahn-Kreis
7141128,Seelbach,7.25,397,7141906,Nassau,7141000,Rhein-Lahn-Kreis
7141129,Singhofen,15.67,"1,764",7141906,Nassau,7141000,Rhein-Lahn-Kreis
7141130,Steinsberg,2.9,216,7141903,Diez,7141000,Rhein-Lahn-Kreis
7141131,Strüth,4.66,294,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141132,Sulzbach,2.23,197,7141906,Nassau,7141000,Rhein-Lahn-Kreis
7141133,Wasenbach,2.4,326,7141903,Diez,7141000,Rhein-Lahn-Kreis
7141134,Weidenbach,2.24,114,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141135,Weinähr,3.4,434,7141906,Nassau,7141000,Rhein-Lahn-Kreis
7141136,Weisel,13.06,"1,053",7141909,Loreley,7141000,Rhein-Lahn-Kreis
7141137,Welterod,9.95,458,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141138,Weyer,5.99,467,7141909,Loreley,7141000,Rhein-Lahn-Kreis
7141139,Winden,6.94,711,7141906,Nassau,7141000,Rhein-Lahn-Kreis
7141140,Winterwerb,2.94,173,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141141,Zimmerschied,2.18,90,7141906,Nassau,7141000,Rhein-Lahn-Kreis
7141201,Arzbach,9.92,"1,666",7141901,Bad Ems,7141000,Rhein-Lahn-Kreis
7141501,"Braubach, Stadt",19.5,"3,093",7141909,Loreley,7141000,Rhein-Lahn-Kreis
7141502,Diethardt,4.42,232,7141907,Nastätten,7141000,Rhein-Lahn-Kreis
7141503,Balduinstein,5.16,607,7141903,Diez,7141000,Rhein-Lahn-Kreis
7143001,Alsbach,4.73,610,7143905,Ransbach-Baumbach,7143000,Westerwaldkreis
7143003,Bannberscheid,1.87,660,7143910,Wirges,7143000,Westerwaldkreis
7143005,Boden,2.3,555,7143904,Montabaur,7143000,Westerwaldkreis
7143006,Breitenau,6.03,686,7143905,Ransbach-Baumbach,7143000,Westerwaldkreis
7143007,Caan,3.45,714,7143905,Ransbach-Baumbach,7143000,Westerwaldkreis
7143008,Daubach,2.51,465,7143904,Montabaur,7143000,Westerwaldkreis
7143009,Deesen,3.4,661,7143905,Ransbach-Baumbach,7143000,Westerwaldkreis
7143010,Dernbach (Westerwald),8.76,"2,499",7143910,Wirges,7143000,Westerwaldkreis
7143011,Dreikirchen,3.71,"1,037",7143908,Wallmerod,7143000,Westerwaldkreis
7143012,Ebernhahn,3.31,"1,231",7143910,Wirges,7143000,Westerwaldkreis
7143013,Eitelborn,7.12,"2,454",7143904,Montabaur,7143000,Westerwaldkreis
7143015,Ellenhausen,1.9,286,7143907,Selters (Westerwald),7143000,Westerwaldkreis
7143018,Freilingen,3.67,659,7143907,Selters (Westerwald),7143000,Westerwaldkreis
7143019,Freirachdorf,4.28,651,7143907,Selters (Westerwald),7143000,Westerwaldkreis
7143020,Gackenbach,4.75,525,7143904,Montabaur,7143000,Westerwaldkreis
7143021,Girod,7.46,"1,175",7143904,Montabaur,7143000,Westerwaldkreis
7143022,Goddert,2.39,442,7143907,Selters (Westerwald),7143000,Westerwaldkreis
7143023,Görgeshausen,3.25,862,7143904,Montabaur,7143000,Westerwaldkreis
7143024,Großholbach,3.92,"1,002",7143904,Montabaur,7143000,Westerwaldkreis
7143025,Hartenfels,8.2,804,7143907,Selters (Westerwald),7143000,Westerwaldkreis
7143026,Heilberscheid,6.37,663,7143904,Montabaur,7143000,Westerwaldkreis
7143027,Heiligenroth,5.99,"1,401",7143904,Montabaur,7143000,Westerwaldkreis
7143028,Helferskirchen,5,"1,195",7143910,Wirges,7143000,Westerwaldkreis
7143029,Herschbach,15.74,"2,771",7143907,Selters (Westerwald),7143000,Westerwaldkreis
7143030,Hilgert,4.57,"1,494",7143903,Höhr-Grenzhausen,7143000,Westerwaldkreis
7143031,Hillscheid,14.08,"2,468",7143903,Höhr-Grenzhausen,7143000,Westerwaldkreis
7143032,"Höhr-Grenzhausen, Stadt",15.88,"9,353",7143903,Höhr-Grenzhausen,7143000,Westerwaldkreis
7143033,Holler,4.53,"1,038",7143904,Montabaur,7143000,Westerwaldkreis
7143034,Horbach,3.93,676,7143904,Montabaur,7143000,Westerwaldkreis
7143036,Hübingen,3.56,536,7143904,Montabaur,7143000,Westerwaldkreis
7143037,Hundsangen,7.63,"2,053",7143908,Wallmerod,7143000,Westerwaldkreis
7143038,Hundsdorf,1.4,425,7143905,Ransbach-Baumbach,7143000,Westerwaldkreis
7143039,Kadenbach,4.45,"1,340",7143904,Montabaur,7143000,Westerwaldkreis
7143040,Kammerforst,1.33,244,7143903,Höhr-Grenzhausen,7143000,Westerwaldkreis
7143041,Krümmel,2.21,319,7143907,Selters (Westerwald),7143000,Westerwaldkreis
7143042,Leuterod,3.88,858,7143910,Wirges,7143000,Westerwaldkreis
7143044,Marienrachdorf,5.03,996,7143907,Selters (Westerwald),7143000,Westerwaldkreis
7143045,Maroth,3.43,247,7143907,Selters (Westerwald),7143000,Westerwaldkreis
7143046,Maxsain,13.47,"1,096",7143907,Selters (Westerwald),7143000,Westerwaldkreis
7143047,Mogendorf,4.22,"1,267",7143910,Wirges,7143000,Westerwaldkreis
7143048,"Montabaur, Stadt",33.77,"13,291",7143904,Montabaur,7143000,Westerwaldkreis
7143049,Moschheim,3.44,746,7143910,Wirges,7143000,Westerwaldkreis
7143050,Nauort,6.42,"2,223",7143905,Ransbach-Baumbach,7143000,Westerwaldkreis
7143051,Nentershausen,7.55,"2,022",7143904,Montabaur,7143000,Westerwaldkreis
7143052,Neuhäusel,1.67,"2,005",7143904,Montabaur,7143000,Westerwaldkreis
7143053,Niederelbert,10.25,"1,669",7143904,Montabaur,7143000,Westerwaldkreis
7143054,Niedererbach,4.44,992,7143904,Montabaur,7143000,Westerwaldkreis
7143055,Nomborn,4,710,7143904,Montabaur,7143000,Westerwaldkreis
7143056,Nordhofen,3.86,542,7143907,Selters (Westerwald),7143000,Westerwaldkreis
7143057,Oberelbert,3.45,"1,141",7143904,Montabaur,7143000,Westerwaldkreis
7143058,Obererbach,2.6,505,7143908,Wallmerod,7143000,Westerwaldkreis
7143059,Oberhaid,1.92,379,7143905,Ransbach-Baumbach,7143000,Westerwaldkreis
7143060,Ötzingen,5.98,"1,363",7143910,Wirges,7143000,Westerwaldkreis
7143061,Quirnbach,3.08,481,7143907,Selters (Westerwald),7143000,Westerwaldkreis
7143062,"Ransbach-Baumbach, Stadt",12.15,"7,672",7143905,Ransbach-Baumbach,7143000,Westerwaldkreis
7143064,Rückeroth,3.47,505,7143907,Selters (Westerwald),7143000,Westerwaldkreis
7143065,Ruppach-Goldhausen,4.4,"1,249",7143904,Montabaur,7143000,Westerwaldkreis
7143066,Schenkelberg,3.51,604,7143907,Selters (Westerwald),7143000,Westerwaldkreis
7143067,"Selters (Westerwald), Stadt",8.7,"2,795",7143907,Selters (Westerwald),7143000,Westerwaldkreis
7143068,Sessenbach,2.79,498,7143905,Ransbach-Baumbach,7143000,Westerwaldkreis
7143069,Sessenhausen,5.48,911,7143907,Selters (Westerwald),7143000,Westerwaldkreis
7143070,Siershahn,4.42,"2,912",7143910,Wirges,7143000,Westerwaldkreis
7143071,Simmern,9.09,"1,465",7143904,Montabaur,7143000,Westerwaldkreis
7143072,Stahlhofen,2.98,702,7143904,Montabaur,7143000,Westerwaldkreis
7143073,Staudt,2.65,"1,252",7143910,Wirges,7143000,Westerwaldkreis
7143074,Steinefrenz,4.85,778,7143908,Wallmerod,7143000,Westerwaldkreis
7143075,Steinen,4.22,256,7143907,Selters (Westerwald),7143000,Westerwaldkreis
7143077,Untershausen,1.92,496,7143904,Montabaur,7143000,Westerwaldkreis
7143078,Vielbach,4.52,549,7143907,Selters (Westerwald),7143000,Westerwaldkreis
7143079,Welschneudorf,7.77,958,7143904,Montabaur,7143000,Westerwaldkreis
7143080,Weroth,2.53,588,7143908,Wallmerod,7143000,Westerwaldkreis
7143081,"Wirges, Stadt",10.11,"5,345",7143910,Wirges,7143000,Westerwaldkreis
7143082,Wirscheid,2.68,330,7143905,Ransbach-Baumbach,7143000,Westerwaldkreis
7143084,Wittgert,4.68,630,7143905,Ransbach-Baumbach,7143000,Westerwaldkreis
7143085,Wölferlingen,8.25,482,7143907,Selters (Westerwald),7143000,Westerwaldkreis
7143200,Ailertchen,5.58,591,7143909,Westerburg,7143000,Westerwaldkreis
7143202,Alpenrod,12.14,"1,569",7143902,Hachenburg,7143000,Westerwaldkreis
7143203,Arnshöfen,2.94,140,7143908,Wallmerod,7143000,Westerwaldkreis
7143204,Astert,2.39,233,7143902,Hachenburg,7143000,Westerwaldkreis
7143205,Atzelgift,2.74,619,7143902,Hachenburg,7143000,Westerwaldkreis
7143206,"Bad Marienberg (Westerwald), Stadt",9.95,"5,926",7143901,Bad Marienberg (Westerwald),7143000,Westerwaldkreis
7143207,Bellingen,4.29,605,7143909,Westerburg,7143000,Westerwaldkreis
7143208,Berod bei Wallmerod,3.92,550,7143908,Wallmerod,7143000,Westerwaldkreis
7143209,Berzhahn,3.27,487,7143909,Westerburg,7143000,Westerwaldkreis
7143210,Bilkheim,2.66,498,7143908,Wallmerod,7143000,Westerwaldkreis
7143211,Bölsberg,1.46,227,7143901,Bad Marienberg (Westerwald),7143000,Westerwaldkreis
7143212,Borod,3.17,527,7143902,Hachenburg,7143000,Westerwaldkreis
7143213,Brandscheid,3.03,488,7143909,Westerburg,7143000,Westerwaldkreis
7143214,Bretthausen,3.38,185,7143906,Rennerod,7143000,Westerwaldkreis
7143215,Dreifelden,5.1,246,7143902,Hachenburg,7143000,Westerwaldkreis
7143216,Dreisbach,4.62,600,7143901,Bad Marienberg (Westerwald),7143000,Westerwaldkreis
7143218,Elsoff (Westerwald),9.44,893,7143906,Rennerod,7143000,Westerwaldkreis
7143219,Enspel,1.46,281,7143909,Westerburg,7143000,Westerwaldkreis
7143220,Ettinghausen,2.38,329,7143908,Wallmerod,7143000,Westerwaldkreis
7143221,Ewighausen,2.54,237,7143907,Selters (Westerwald),7143000,Westerwaldkreis
7143222,Fehl-Ritzhausen,4.02,780,7143901,Bad Marienberg (Westerwald),7143000,Westerwaldkreis
7143223,Gehlert,5.2,589,7143902,Hachenburg,7143000,Westerwaldkreis
7143224,Gemünden,5.19,"1,007",7143909,Westerburg,7143000,Westerwaldkreis
7143225,Giesenhausen,4.87,318,7143902,Hachenburg,7143000,Westerwaldkreis
7143226,Girkenroth,2.77,594,7143909,Westerburg,7143000,Westerwaldkreis
7143227,Großseifen,1.52,630,7143901,Bad Marienberg (Westerwald),7143000,Westerwaldkreis
7143228,Guckheim,3.77,947,7143909,Westerburg,7143000,Westerwaldkreis
7143229,"Hachenburg, Stadt",21.43,"6,060",7143902,Hachenburg,7143000,Westerwaldkreis
7143230,Härtlingen,3.2,382,7143909,Westerburg,7143000,Westerwaldkreis
7143231,Hahn bei Marienberg,2.2,487,7143901,Bad Marienberg (Westerwald),7143000,Westerwaldkreis
7143232,Hahn am See,3.7,412,7143908,Wallmerod,7143000,Westerwaldkreis
7143233,Halbs,2.12,358,7143909,Westerburg,7143000,Westerwaldkreis
7143234,Hardt,1.88,457,7143901,Bad Marienberg (Westerwald),7143000,Westerwaldkreis
7143235,Hattert,11.55,"1,734",7143902,Hachenburg,7143000,Westerwaldkreis
7143236,Heimborn,3.75,263,7143902,Hachenburg,7143000,Westerwaldkreis
7143237,Hellenhahn-Schellenberg,7.28,"1,221",7143906,Rennerod,7143000,Westerwaldkreis
7143238,Hergenroth,1.89,442,7143909,Westerburg,7143000,Westerwaldkreis
7143239,Herschbach (Oberwesterwald),4.63,911,7143908,Wallmerod,7143000,Westerwaldkreis
7143240,Heuzert,2.16,122,7143902,Hachenburg,7143000,Westerwaldkreis
7143241,Höchstenbach,5.74,700,7143902,Hachenburg,7143000,Westerwaldkreis
7143242,Höhn,13.68,"2,962",7143909,Westerburg,7143000,Westerwaldkreis
7143243,Hof,8.08,"1,256",7143901,Bad Marienberg (Westerwald),7143000,Westerwaldkreis
7143244,Homberg,2.16,174,7143906,Rennerod,7143000,Westerwaldkreis
7143245,Hüblingen,4.5,306,7143906,Rennerod,7143000,Westerwaldkreis
7143246,Irmtraut,4.52,777,7143906,Rennerod,7143000,Westerwaldkreis
7143247,Kaden,2.24,563,7143909,Westerburg,7143000,Westerwaldkreis
