gem17,gem17name,fl17,bev17,kennziffer,name,krs17,
1001000,"Flensburg, Stadt",56.74,"88,519",1001000,"Flensburg, Stadt",1001000,"Flensburg, Stadt"
1002000,"Kiel, Landeshauptstadt",118.65,"247,943",1002000,"Kiel, Landeshauptstadt",1002000,"Kiel, Stadt"
1003000,"Lübeck, Hansestadt",214.21,"216,318",1003000,"Lübeck, Hansestadt",1003000,"Lübeck, Stadt"
1004000,"Neumünster, Stadt",71.63,"79,335",1004000,"Neumünster, Stadt",1004000,"Neumünster, Stadt"
1051001,Albersdorf,17.12,"3,717",1051975,Mitteldithmarschen,1051000,Dithmarschen
1051002,Arkebek,6.92,198,1051975,Mitteldithmarschen,1051000,Dithmarschen
1051003,Averlak,9.07,566,1051963,Burg-St. Michaelisdonn,1051000,Dithmarschen
1051004,Bargenstedt,11.9,939,1051975,Mitteldithmarschen,1051000,Dithmarschen
1051005,Barkenholm,5.11,160,1051969,Eider,1051000,Dithmarschen
1051006,Barlt,22.88,763,1051975,Mitteldithmarschen,1051000,Dithmarschen
1051008,Bergewöhrden,2.64,33,1051969,Eider,1051000,Dithmarschen
1051010,Brickeln,6.07,220,1051963,Burg-St. Michaelisdonn,1051000,Dithmarschen
1051011,"Brunsbüttel, Stadt",65.2,"12,704",1051011,"Brunsbüttel, Stadt",1051000,Dithmarschen
1051012,Buchholz,14.56,"1,010",1051963,Burg-St. Michaelisdonn,1051000,Dithmarschen
1051013,Büsum,8.48,"4,867",1051978,Büsum-Wesselburen,1051000,Dithmarschen
1051014,Büsumer Deichhausen,2.87,361,1051978,Büsum-Wesselburen,1051000,Dithmarschen
1051015,Bunsoh,11.75,782,1051975,Mitteldithmarschen,1051000,Dithmarschen
1051016,Burg (Dithmarschen),11.23,"4,141",1051963,Burg-St. Michaelisdonn,1051000,Dithmarschen
1051017,Busenwurth,10.09,316,1051975,Mitteldithmarschen,1051000,Dithmarschen
1051019,Dellstedt,21.77,741,1051969,Eider,1051000,Dithmarschen
1051020,Delve,15.84,696,1051969,Eider,1051000,Dithmarschen
1051021,Diekhusen-Fahrstedt,7.46,712,1051966,Marne-Nordsee,1051000,Dithmarschen
1051022,Dingen,7.02,621,1051963,Burg-St. Michaelisdonn,1051000,Dithmarschen
1051023,Dörpling,7.82,602,1051969,Eider,1051000,Dithmarschen
1051024,Eddelak,9.21,"1,361",1051963,Burg-St. Michaelisdonn,1051000,Dithmarschen
1051026,Eggstedt,12.79,745,1051963,Burg-St. Michaelisdonn,1051000,Dithmarschen
1051027,Elpersbüttel,30.17,865,1051975,Mitteldithmarschen,1051000,Dithmarschen
1051028,Epenwöhrden,13.52,786,1051975,Mitteldithmarschen,1051000,Dithmarschen
1051030,Fedderingen,9.69,286,1051969,Eider,1051000,Dithmarschen
1051032,Frestedt,10.33,344,1051963,Burg-St. Michaelisdonn,1051000,Dithmarschen
1051033,Friedrichsgabekoog,8.62,54,1051978,Büsum-Wesselburen,1051000,Dithmarschen
1051034,Friedrichskoog,53.35,"2,570",1051966,Marne-Nordsee,1051000,Dithmarschen
1051035,Gaushorn,6.45,170,1051969,Eider,1051000,Dithmarschen
1051036,Glüsing,4.69,110,1051969,Eider,1051000,Dithmarschen
1051037,Großenrade,10.4,470,1051963,Burg-St. Michaelisdonn,1051000,Dithmarschen
1051038,Groven,7.9,86,1051969,Eider,1051000,Dithmarschen
1051039,Gudendorf,6.04,376,1051975,Mitteldithmarschen,1051000,Dithmarschen
1051043,Hedwigenkoog,16.36,216,1051978,Büsum-Wesselburen,1051000,Dithmarschen
1051044,"Heide, Stadt",31.97,"21,699",1051044,"Heide, Stadt",1051000,Dithmarschen
1051045,Hellschen-Heringsand-Unterschaar,7.02,170,1051978,Büsum-Wesselburen,1051000,Dithmarschen
1051046,Helse,11.44,836,1051966,Marne-Nordsee,1051000,Dithmarschen
1051047,Hemme,16.53,493,1051969,Eider,1051000,Dithmarschen
1051048,Hemmingstedt,16.01,"2,863",1051972,Heider Umland,1051000,Dithmarschen
1051049,Hennstedt,21.93,"1,940",1051969,Eider,1051000,Dithmarschen
1051050,Hillgroven,3.6,65,1051978,Büsum-Wesselburen,1051000,Dithmarschen
1051051,Hochdonn,5.46,"1,101",1051963,Burg-St. Michaelisdonn,1051000,Dithmarschen
1051052,Hövede,2.94,61,1051969,Eider,1051000,Dithmarschen
1051053,Hollingstedt,9.74,293,1051969,Eider,1051000,Dithmarschen
1051054,Immenstedt,3.09,102,1051975,Mitteldithmarschen,1051000,Dithmarschen
1051057,Kaiser-Wilhelm-Koog,13.06,359,1051966,Marne-Nordsee,1051000,Dithmarschen
1051058,Karolinenkoog,17.55,149,1051969,Eider,1051000,Dithmarschen
1051060,Kleve,12.81,418,1051969,Eider,1051000,Dithmarschen
1051061,Krempel,4.83,595,1051969,Eider,1051000,Dithmarschen
1051062,Kronprinzenkoog,28.85,811,1051966,Marne-Nordsee,1051000,Dithmarschen
1051063,Krumstedt,15.89,510,1051975,Mitteldithmarschen,1051000,Dithmarschen
1051064,Kuden,11.37,607,1051963,Burg-St. Michaelisdonn,1051000,Dithmarschen
1051065,Lehe,18.63,"1,093",1051969,Eider,1051000,Dithmarschen
1051067,Lieth,4.66,382,1051972,Heider Umland,1051000,Dithmarschen
1051068,Linden,11.62,867,1051969,Eider,1051000,Dithmarschen
1051069,Lohe-Rickelshof,5.39,"2,075",1051972,Heider Umland,1051000,Dithmarschen
1051071,Lunden,4.65,"1,674",1051969,Eider,1051000,Dithmarschen
1051072,"Marne, Stadt",4.83,"5,832",1051966,Marne-Nordsee,1051000,Dithmarschen
1051073,Marnerdeich,1.31,404,1051966,Marne-Nordsee,1051000,Dithmarschen
1051074,"Meldorf, Stadt",21.26,"7,214",1051975,Mitteldithmarschen,1051000,Dithmarschen
1051075,Neuenkirchen,25.14,963,1051972,Heider Umland,1051000,Dithmarschen
1051076,Neufeld,10.41,574,1051966,Marne-Nordsee,1051000,Dithmarschen
1051077,Neufelderkoog,9.76,122,1051966,Marne-Nordsee,1051000,Dithmarschen
1051078,Nindorf,8.74,"1,145",1051975,Mitteldithmarschen,1051000,Dithmarschen
1051079,Norddeich,6.9,411,1051978,Büsum-Wesselburen,1051000,Dithmarschen
1051080,Norderheistedt,4.33,140,1051969,Eider,1051000,Dithmarschen
1051081,Norderwöhrden,18.47,267,1051972,Heider Umland,1051000,Dithmarschen
1051082,Nordhastedt,26.56,"2,876",1051972,Heider Umland,1051000,Dithmarschen
1051083,Odderade,11.26,317,1051975,Mitteldithmarschen,1051000,Dithmarschen
1051084,Oesterdeichstrich,4.64,269,1051978,Büsum-Wesselburen,1051000,Dithmarschen
1051085,Offenbüttel,13.95,267,1051975,Mitteldithmarschen,1051000,Dithmarschen
1051086,Osterrade,17.09,417,1051975,Mitteldithmarschen,1051000,Dithmarschen
1051087,Ostrohe,6.67,951,1051972,Heider Umland,1051000,Dithmarschen
1051088,Pahlen,10.8,"1,152",1051969,Eider,1051000,Dithmarschen
1051089,Quickborn,6.95,192,1051963,Burg-St. Michaelisdonn,1051000,Dithmarschen
1051090,Ramhusen,4.8,159,1051966,Marne-Nordsee,1051000,Dithmarschen
1051092,Rehm-Flehde-Bargen,14.63,511,1051969,Eider,1051000,Dithmarschen
1051093,Reinsbüttel,6.83,429,1051978,Büsum-Wesselburen,1051000,Dithmarschen
1051096,Sankt Annen,14.89,322,1051969,Eider,1051000,Dithmarschen
1051097,Sankt Michaelisdonn,23.07,"3,417",1051963,Burg-St. Michaelisdonn,1051000,Dithmarschen
1051098,Sarzbüttel,13.39,695,1051975,Mitteldithmarschen,1051000,Dithmarschen
1051099,Schafstedt,18.16,"1,254",1051975,Mitteldithmarschen,1051000,Dithmarschen
1051100,Schalkholz,12.5,587,1051969,Eider,1051000,Dithmarschen
1051102,Schlichting,12.5,240,1051969,Eider,1051000,Dithmarschen
1051103,Schmedeswurth,5.91,183,1051966,Marne-Nordsee,1051000,Dithmarschen
1051104,Schrum,5,69,1051975,Mitteldithmarschen,1051000,Dithmarschen
1051105,Schülp,9.27,403,1051978,Büsum-Wesselburen,1051000,Dithmarschen
1051107,Stelle-Wittenwurth,10.71,421,1051972,Heider Umland,1051000,Dithmarschen
1051108,Strübbel,4.4,86,1051978,Büsum-Wesselburen,1051000,Dithmarschen
1051109,Süderdeich,6.64,474,1051978,Büsum-Wesselburen,1051000,Dithmarschen
1051110,Süderhastedt,15.74,808,1051963,Burg-St. Michaelisdonn,1051000,Dithmarschen
1051113,Wöhrden,21.77,"1,247",1051972,Heider Umland,1051000,Dithmarschen
1051114,Tellingstedt,21.1,"2,599",1051969,Eider,1051000,Dithmarschen
1051117,Tielenhemme,12.71,166,1051969,Eider,1051000,Dithmarschen
1051118,Trennewurth,7.79,244,1051966,Marne-Nordsee,1051000,Dithmarschen
1051119,Volsemenhusen,16.78,355,1051966,Marne-Nordsee,1051000,Dithmarschen
1051120,Wallen,1.86,34,1051969,Eider,1051000,Dithmarschen
1051121,Warwerort,4.58,236,1051978,Büsum-Wesselburen,1051000,Dithmarschen
1051122,Weddingstedt,17.79,"2,326",1051972,Heider Umland,1051000,Dithmarschen
1051125,Welmbüttel,7.6,432,1051969,Eider,1051000,Dithmarschen
1051126,Wennbüttel,4.59,92,1051975,Mitteldithmarschen,1051000,Dithmarschen
1051127,"Wesselburen, Stadt",5.14,"3,336",1051978,Büsum-Wesselburen,1051000,Dithmarschen
1051128,Wesselburener Deichhausen,5.07,107,1051978,Büsum-Wesselburen,1051000,Dithmarschen
1051129,Wesselburenerkoog,21.89,164,1051978,Büsum-Wesselburen,1051000,Dithmarschen
1051130,Wesseln,3.76,"1,439",1051972,Heider Umland,1051000,Dithmarschen
1051131,Westerborstel,4.14,100,1051969,Eider,1051000,Dithmarschen
1051132,Westerdeichstrich,7.49,866,1051978,Büsum-Wesselburen,1051000,Dithmarschen
1051133,Wiemerstedt,5.08,152,1051969,Eider,1051000,Dithmarschen
1051134,Windbergen,17.31,790,1051975,Mitteldithmarschen,1051000,Dithmarschen
1051135,Wolmersdorf,6.1,330,1051975,Mitteldithmarschen,1051000,Dithmarschen
1051136,Wrohm,11.45,691,1051969,Eider,1051000,Dithmarschen
1051137,Nordermeldorf,34.1,586,1051975,Mitteldithmarschen,1051000,Dithmarschen
1051138,Tensbüttel-Röst,19.36,674,1051975,Mitteldithmarschen,1051000,Dithmarschen
1051139,Süderdorf,16.21,352,1051969,Eider,1051000,Dithmarschen
1051140,Oesterwurth,14.19,253,1051978,Büsum-Wesselburen,1051000,Dithmarschen
1051141,Süderheistedt,8.44,554,1051969,Eider,1051000,Dithmarschen
1053001,Albsfelde,4.18,74,1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053002,Alt Mölln,6.44,893,1053913,Breitenfelde,1053000,Herzogtum Lauenburg
1053003,Aumühle,3.48,"3,203",1053923,Hohe Elbgeest,1053000,Herzogtum Lauenburg
1053004,Bäk,4.3,900,1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053005,Bälau,6.5,230,1053913,Breitenfelde,1053000,Herzogtum Lauenburg
1053006,Basedow,7.47,653,1053943,Lütau,1053000,Herzogtum Lauenburg
1053007,Basthorst,10.82,420,1053973,Schwarzenbek-Land,1053000,Herzogtum Lauenburg
1053008,Behlendorf,10.26,391,1053908,Berkenthin,1053000,Herzogtum Lauenburg
1053009,Berkenthin,10.25,"2,102",1053908,Berkenthin,1053000,Herzogtum Lauenburg
1053010,Besenthal,12.65,88,1053918,Büchen,1053000,Herzogtum Lauenburg
1053011,Bliestorf,10.35,642,1053908,Berkenthin,1053000,Herzogtum Lauenburg
1053012,Börnsen,8.42,"4,750",1053923,Hohe Elbgeest,1053000,Herzogtum Lauenburg
1053013,Borstorf,8.65,299,1053913,Breitenfelde,1053000,Herzogtum Lauenburg
1053014,Breitenfelde,12.54,"1,938",1053913,Breitenfelde,1053000,Herzogtum Lauenburg
1053015,Bröthen,10.69,304,1053918,Büchen,1053000,Herzogtum Lauenburg
1053016,Brunsmark,4.29,159,1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053017,Brunstorf,13.76,725,1053973,Schwarzenbek-Land,1053000,Herzogtum Lauenburg
1053018,Buchholz,2.93,239,1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053019,Buchhorst,5.19,154,1053943,Lütau,1053000,Herzogtum Lauenburg
1053020,Büchen,16.85,"5,856",1053918,Büchen,1053000,Herzogtum Lauenburg
1053021,Dahmker,2.04,147,1053973,Schwarzenbek-Land,1053000,Herzogtum Lauenburg
1053022,Dalldorf,6.05,344,1053943,Lütau,1053000,Herzogtum Lauenburg
1053023,Dassendorf,7.95,"3,347",1053923,Hohe Elbgeest,1053000,Herzogtum Lauenburg
1053024,Düchelsdorf,3.01,166,1053908,Berkenthin,1053000,Herzogtum Lauenburg
1053025,Duvensee,12.4,563,1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053026,Einhaus,2.53,402,1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053027,Elmenhorst,12.99,852,1053973,Schwarzenbek-Land,1053000,Herzogtum Lauenburg
1053028,Escheburg,8.91,"3,406",1053923,Hohe Elbgeest,1053000,Herzogtum Lauenburg
1053029,Fitzen,9.11,361,1053918,Büchen,1053000,Herzogtum Lauenburg
1053030,Fredeburg,10.09,38,1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053031,Fuhlenhagen,5.74,386,1053973,Schwarzenbek-Land,1053000,Herzogtum Lauenburg
1053032,"Geesthacht, Stadt",33.25,"30,407",1053032,"Geesthacht, Stadt",1053000,Herzogtum Lauenburg
1053033,Giesensdorf,2.73,147,1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053034,Göldenitz,5.15,234,1053908,Berkenthin,1053000,Herzogtum Lauenburg
1053035,Göttin,5.21,67,1053918,Büchen,1053000,Herzogtum Lauenburg
1053036,Grabau,4.1,351,1053973,Schwarzenbek-Land,1053000,Herzogtum Lauenburg
1053037,Grambek,12.66,474,1053913,Breitenfelde,1053000,Herzogtum Lauenburg
1053038,Grinau,2.74,298,1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053039,Groß Boden,2.7,202,1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053040,Groß Disnack,5.99,84,1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053041,Groß Grönau,4.9,"3,721",1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053042,Groß Pampau,4.32,152,1053973,Schwarzenbek-Land,1053000,Herzogtum Lauenburg
1053043,Groß Sarau,17.08,"1,002",1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053044,Groß Schenkenberg,6.52,552,1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053045,Grove,5.28,234,1053973,Schwarzenbek-Land,1053000,Herzogtum Lauenburg
1053046,Gudow,42.26,"1,604",1053918,Büchen,1053000,Herzogtum Lauenburg
1053047,Gülzow,17.07,"1,295",1053973,Schwarzenbek-Land,1053000,Herzogtum Lauenburg
1053048,Güster,7.78,"1,278",1053918,Büchen,1053000,Herzogtum Lauenburg
1053049,Hamfelde,3.47,490,1053973,Schwarzenbek-Land,1053000,Herzogtum Lauenburg
1053050,Hamwarde,6.68,863,1053923,Hohe Elbgeest,1053000,Herzogtum Lauenburg
1053051,Harmsdorf,3.57,318,1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053052,Havekost,5.91,178,1053973,Schwarzenbek-Land,1053000,Herzogtum Lauenburg
1053053,Hohenhorn,6.93,531,1053923,Hohe Elbgeest,1053000,Herzogtum Lauenburg
1053054,Hollenbek,7.21,417,1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053056,Hornbek,5.89,190,1053913,Breitenfelde,1053000,Herzogtum Lauenburg
1053057,Horst,11.93,204,1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053058,Juliusburg,6.04,180,1053943,Lütau,1053000,Herzogtum Lauenburg
1053059,Kankelau,4.21,211,1053973,Schwarzenbek-Land,1053000,Herzogtum Lauenburg
1053060,Kasseburg,7.89,584,1053973,Schwarzenbek-Land,1053000,Herzogtum Lauenburg
1053061,Kastorf,6.9,"1,112",1053908,Berkenthin,1053000,Herzogtum Lauenburg
1053062,Kittlitz,17.73,256,1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053064,Klein Pampau,4.17,625,1053918,Büchen,1053000,Herzogtum Lauenburg
1053066,Klein Zecher,9.11,245,1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053067,Klempau,10.07,623,1053908,Berkenthin,1053000,Herzogtum Lauenburg
1053068,Klinkrade,7.4,608,1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053069,Koberg,11.97,774,1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053070,Köthel,1.52,268,1053973,Schwarzenbek-Land,1053000,Herzogtum Lauenburg
1053071,Kollow,8.21,586,1053973,Schwarzenbek-Land,1053000,Herzogtum Lauenburg
1053072,Kröppelshagen-Fahrendorf,8.37,"1,308",1053923,Hohe Elbgeest,1053000,Herzogtum Lauenburg
1053073,Krüzen,8.25,383,1053943,Lütau,1053000,Herzogtum Lauenburg
1053074,Krukow,7.94,150,1053943,Lütau,1053000,Herzogtum Lauenburg
1053075,Krummesse,3.35,"1,756",1053908,Berkenthin,1053000,Herzogtum Lauenburg
1053076,Kuddewörde,7.34,"1,377",1053973,Schwarzenbek-Land,1053000,Herzogtum Lauenburg
1053077,Kühsen,7.28,372,1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053078,Kulpin,6.07,218,1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053079,Labenz,5.75,840,1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053080,Langenlehsten,23.37,151,1053918,Büchen,1053000,Herzogtum Lauenburg
1053081,Lankau,19.12,466,1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053082,Lanze,9.04,292,1053943,Lütau,1053000,Herzogtum Lauenburg
1053083,"Lauenburg/ Elbe, Stadt",9.55,"11,485",1053083,"Lauenburg/ Elbe, Stadt",1053000,Herzogtum Lauenburg
1053084,Lehmrade,11.4,521,1053913,Breitenfelde,1053000,Herzogtum Lauenburg
1053085,Linau,9.66,"1,244",1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053086,Lüchow,4.62,287,1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053087,Lütau,11.24,714,1053943,Lütau,1053000,Herzogtum Lauenburg
1053088,Mechow,4.43,127,1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053089,Möhnsen,7.48,561,1053973,Schwarzenbek-Land,1053000,Herzogtum Lauenburg
1053090,"Mölln, Stadt",25.05,"18,928",1053090,"Mölln, Stadt",1053000,Herzogtum Lauenburg
1053091,Mühlenrade,3.74,172,1053973,Schwarzenbek-Land,1053000,Herzogtum Lauenburg
1053092,Müssen,11.46,"1,125",1053918,Büchen,1053000,Herzogtum Lauenburg
1053093,Mustin,11.88,729,1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053094,Niendorf bei Berkenthin,3.99,190,1053908,Berkenthin,1053000,Herzogtum Lauenburg
1053095,Niendorf/ Stecknitz,8.41,661,1053913,Breitenfelde,1053000,Herzogtum Lauenburg
1053096,Nusse,6.22,"1,091",1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053097,Panten,13.83,638,1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053098,Pogeez,4.51,479,1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053099,Poggensee,5.44,367,1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053100,"Ratzeburg, Stadt",30.29,"14,595",1053100,"Ratzeburg, Stadt",1053000,Herzogtum Lauenburg
1053101,Ritzerau,11.11,313,1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053102,Römnitz,5.15,61,1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053103,Rondeshagen,9.51,814,1053908,Berkenthin,1053000,Herzogtum Lauenburg
1053104,Roseburg,16.23,543,1053918,Büchen,1053000,Herzogtum Lauenburg
1053105,"Sachsenwald (Forstgutsbez.),gemfr.Geb.",58.49,0,1053105,"Sachsenwald (Forstgutsbez.),gemfr.Geb.",1053000,Herzogtum Lauenburg
1053106,Sahms,5.94,381,1053973,Schwarzenbek-Land,1053000,Herzogtum Lauenburg
1053107,Salem,25.11,607,1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053108,Sandesneben,6.13,"1,813",1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053109,Schiphorst,8.15,644,1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053110,Schmilau,11.55,547,1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053111,Schnakenbek,13.02,841,1053943,Lütau,1053000,Herzogtum Lauenburg
1053112,Schönberg,14.77,"1,360",1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053113,Schretstaken,8.47,515,1053913,Breitenfelde,1053000,Herzogtum Lauenburg
1053114,Schürensöhlen,2.75,154,1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053115,Schulendorf,11.39,467,1053918,Büchen,1053000,Herzogtum Lauenburg
1053116,"Schwarzenbek, Stadt",11.56,"16,374",1053116,"Schwarzenbek, Stadt",1053000,Herzogtum Lauenburg
1053117,Seedorf,27.89,506,1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053118,Siebenbäumen,8.82,627,1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053119,Siebeneichen,4.68,256,1053918,Büchen,1053000,Herzogtum Lauenburg
1053120,Sierksrade,4,408,1053908,Berkenthin,1053000,Herzogtum Lauenburg
1053121,Sirksfelde,8.63,323,1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053122,Steinhorst,16.28,582,1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053123,Sterley,21.39,926,1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1053124,Stubben,5.32,381,1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053125,Talkau,4.88,522,1053913,Breitenfelde,1053000,Herzogtum Lauenburg
1053126,Tramm,6.75,355,1053918,Büchen,1053000,Herzogtum Lauenburg
1053127,Walksfelde,3.51,228,1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053128,Wangelau,6.52,226,1053943,Lütau,1053000,Herzogtum Lauenburg
1053129,Wentorf bei Hamburg,6.87,"12,930",1053129,Wentorf bei Hamburg,1053000,Herzogtum Lauenburg
1053130,Wentorf (Amt Sandesneben),4.99,719,1053991,Sandesneben-Nusse,1053000,Herzogtum Lauenburg
1053131,Wiershop,5.15,195,1053923,Hohe Elbgeest,1053000,Herzogtum Lauenburg
1053132,Witzeeze,10.46,869,1053918,Büchen,1053000,Herzogtum Lauenburg
1053133,Wohltorf,5.97,"2,421",1053923,Hohe Elbgeest,1053000,Herzogtum Lauenburg
1053134,Woltersdorf,7.9,284,1053913,Breitenfelde,1053000,Herzogtum Lauenburg
1053135,Worth,6.07,178,1053923,Hohe Elbgeest,1053000,Herzogtum Lauenburg
1053136,Ziethen,11.18,"1,080",1053958,Lauenburgische Seen,1053000,Herzogtum Lauenburg
1054001,Achtrup,29.9,"1,487",1054989,Südtondern,1054000,Nordfriesland
1054002,Ahrenshöft,8.79,516,1054994,Mittleres Nordfriesland,1054000,Nordfriesland
1054003,Ahrenviöl,10.11,521,1054953,Viöl,1054000,Nordfriesland
1054004,Ahrenviölfeld,7.29,228,1054953,Viöl,1054000,Nordfriesland
1054005,Alkersum,9.07,392,1054988,Föhr-Amrum,1054000,Nordfriesland
1054006,Almdorf,5.7,543,1054994,Mittleres Nordfriesland,1054000,Nordfriesland
1054007,Arlewatt,5.57,333,1054992,Nordsee-Treene,1054000,Nordfriesland
1054009,Aventoft,14.47,463,1054989,Südtondern,1054000,Nordfriesland
1054010,Bargum,17.29,625,1054994,Mittleres Nordfriesland,1054000,Nordfriesland
1054011,Behrendorf,15.29,556,1054953,Viöl,1054000,Nordfriesland
1054012,Bohmstedt,13.35,753,1054994,Mittleres Nordfriesland,1054000,Nordfriesland
1054013,Bondelum,9.18,170,1054953,Viöl,1054000,Nordfriesland
1054014,Bordelum,34.71,"1,976",1054994,Mittleres Nordfriesland,1054000,Nordfriesland
1054015,Borgsum,5.51,350,1054988,Föhr-Amrum,1054000,Nordfriesland
1054016,Bosbüll,6.33,222,1054989,Südtondern,1054000,Nordfriesland
1054017,Braderup,13.35,663,1054989,Südtondern,1054000,Nordfriesland
1054018,Bramstedtlund,13.85,210,1054989,Südtondern,1054000,Nordfriesland
1054019,"Bredstedt, Stadt",9.75,"5,436",1054994,Mittleres Nordfriesland,1054000,Nordfriesland
1054020,Breklum,10.06,"2,362",1054994,Mittleres Nordfriesland,1054000,Nordfriesland
1054022,Dagebüll,36.92,881,1054989,Südtondern,1054000,Nordfriesland
1054023,Drage,16.33,654,1054992,Nordsee-Treene,1054000,Nordfriesland
1054024,Drelsdorf,17.7,"1,266",1054994,Mittleres Nordfriesland,1054000,Nordfriesland
1054025,Dunsum,2.72,72,1054988,Föhr-Amrum,1054000,Nordfriesland
1054026,Elisabeth-Sophien-Koog,5.18,43,1054992,Nordsee-Treene,1054000,Nordfriesland
1054027,Ellhöft,7.82,100,1054989,Südtondern,1054000,Nordfriesland
1054032,Fresendelf,2.6,94,1054992,Nordsee-Treene,1054000,Nordfriesland
1054033,"Friedrichstadt, Stadt",4.03,"2,564",1054033,"Friedrichstadt, Stadt",1054000,Nordfriesland
1054034,Friedrich-Wilhelm-Lübke-Koog,13.49,176,1054989,Südtondern,1054000,Nordfriesland
1054035,"Garding, Kirchspiel",14.89,319,1054917,Eiderstedt,1054000,Nordfriesland
1054036,"Garding, Stadt",3.06,"2,719",1054917,Eiderstedt,1054000,Nordfriesland
1054037,Goldebek,10.18,357,1054994,Mittleres Nordfriesland,1054000,Nordfriesland
1054038,Goldelund,12.02,398,1054994,Mittleres Nordfriesland,1054000,Nordfriesland
1054039,Gröde,2.52,9,1054959,Pellworm,1054000,Nordfriesland
1054040,Grothusenkoog,3.27,21,1054917,Eiderstedt,1054000,Nordfriesland
1054041,Haselund,12.79,857,1054953,Viöl,1054000,Nordfriesland
1054042,Hattstedt,7,"2,568",1054992,Nordsee-Treene,1054000,Nordfriesland
1054043,Hattstedtermarsch,35.26,269,1054992,Nordsee-Treene,1054000,Nordfriesland
1054045,Högel,16.28,462,1054994,Mittleres Nordfriesland,1054000,Nordfriesland
1054046,Hörnum (Sylt),5.64,916,1054939,Landschaft Sylt,1054000,Nordfriesland
1054048,Holm,4,80,1054989,Südtondern,1054000,Nordfriesland
1054050,Hallig Hooge,5.78,98,1054959,Pellworm,1054000,Nordfriesland
1054052,Horstedt,11.7,776,1054992,Nordsee-Treene,1054000,Nordfriesland
1054054,Hude,3.54,169,1054992,Nordsee-Treene,1054000,Nordfriesland
1054055,Humptrup,16.99,725,1054989,Südtondern,1054000,Nordfriesland
1054056,"Husum, Stadt",25.81,"23,274",1054056,"Husum, Stadt",1054000,Nordfriesland
1054057,Immenstedt,14.61,633,1054953,Viöl,1054000,Nordfriesland
1054059,Joldelund,19.12,723,1054994,Mittleres Nordfriesland,1054000,Nordfriesland
1054061,Kampen (Sylt),8.42,463,1054939,Landschaft Sylt,1054000,Nordfriesland
1054062,Karlum,14.46,215,1054989,Südtondern,1054000,Nordfriesland
1054063,Katharinenheerd,8.4,181,1054917,Eiderstedt,1054000,Nordfriesland
