kennziffer,name,fl17,bev17,sgtyp,sgtyp_name,wo,,mittelb17,mittelb17name,ihk17,ihk17name
6432008,"Griesheim, Stadt",21.55,"27,258",20,Mittelstadt,1,West,60327,Darmstadt,16,IHK Darmstadt Rhein Main Neckar
6432009,"Groß-Bieberau, Stadt",18.27,"4,690",50,Landgemeinde,1,West,60327,Darmstadt,16,IHK Darmstadt Rhein Main Neckar
6432010,"Groß-Umstadt, Stadt",86.84,"21,104",20,Mittelstadt,1,West,60328,Dieburg/Groß-Umstadt,16,IHK Darmstadt Rhein Main Neckar
6432011,Groß-Zimmern,21.26,"14,388",30,Größere Kleinstadt,1,West,60328,Dieburg/Groß-Umstadt,16,IHK Darmstadt Rhein Main Neckar
6432012,Messel,14.82,"4,008",50,Landgemeinde,1,West,60327,Darmstadt,16,IHK Darmstadt Rhein Main Neckar
6432013,Modautal,31.79,"5,050",40,Kleine Kleinstadt,1,West,60327,Darmstadt,16,IHK Darmstadt Rhein Main Neckar
6432014,Mühltal,25.34,"13,979",30,Größere Kleinstadt,1,West,60327,Darmstadt,16,IHK Darmstadt Rhein Main Neckar
6432015,Münster (Hessen),20.77,"14,399",30,Größere Kleinstadt,1,West,60328,Dieburg/Groß-Umstadt,16,IHK Darmstadt Rhein Main Neckar
6432016,"Ober-Ramstadt, Stadt",41.88,"15,176",30,Größere Kleinstadt,1,West,60327,Darmstadt,16,IHK Darmstadt Rhein Main Neckar
6432017,Otzberg,41.95,"6,423",40,Kleine Kleinstadt,1,West,60328,Dieburg/Groß-Umstadt,16,IHK Darmstadt Rhein Main Neckar
6432018,"Pfungstadt, Stadt",42.53,"25,020",20,Mittelstadt,1,West,60327,Darmstadt,16,IHK Darmstadt Rhein Main Neckar
6432019,"Reinheim, Stadt",27.70,"16,300",30,Größere Kleinstadt,1,West,60327,Darmstadt,16,IHK Darmstadt Rhein Main Neckar
6432020,Roßdorf,20.60,"12,410",30,Größere Kleinstadt,1,West,60327,Darmstadt,16,IHK Darmstadt Rhein Main Neckar
6432021,Schaafheim,32.16,"9,258",40,Kleine Kleinstadt,1,West,60328,Dieburg/Groß-Umstadt,16,IHK Darmstadt Rhein Main Neckar
6432022,Seeheim-Jugenheim,28.00,"16,324",30,Größere Kleinstadt,1,West,60327,Darmstadt,16,IHK Darmstadt Rhein Main Neckar
6432023,"Weiterstadt, Stadt",34.40,"25,843",20,Mittelstadt,1,West,60327,Darmstadt,16,IHK Darmstadt Rhein Main Neckar
6433001,Biebesheim am Rhein,18.68,"6,731",40,Kleine Kleinstadt,1,West,60327,Darmstadt,16,IHK Darmstadt Rhein Main Neckar
6433002,Bischofsheim,9.02,"13,040",30,Größere Kleinstadt,1,West,60326,Rüsselsheim,16,IHK Darmstadt Rhein Main Neckar
6433003,Büttelborn,30.01,"14,694",30,Größere Kleinstadt,1,West,60326,Rüsselsheim,16,IHK Darmstadt Rhein Main Neckar
6433004,"Gernsheim, Schöfferstadt",40.11,"10,345",30,Größere Kleinstadt,1,West,60327,Darmstadt,16,IHK Darmstadt Rhein Main Neckar
6433005,"Ginsheim-Gustavsburg, Stadt",13.94,"16,480",30,Größere Kleinstadt,1,West,60326,Rüsselsheim,16,IHK Darmstadt Rhein Main Neckar
6433006,"Groß-Gerau, Stadt",54.48,"24,839",20,Mittelstadt,1,West,60326,Rüsselsheim,16,IHK Darmstadt Rhein Main Neckar
6433007,"Kelsterbach, Stadt",15.37,"16,565",30,Größere Kleinstadt,1,West,60320,Frankfurt,16,IHK Darmstadt Rhein Main Neckar
6433008,"Mörfelden-Walldorf, Stadt",44.15,"34,315",20,Mittelstadt,1,West,60326,Rüsselsheim,16,IHK Darmstadt Rhein Main Neckar
6433009,Nauheim,13.77,"10,529",30,Größere Kleinstadt,1,West,60326,Rüsselsheim,16,IHK Darmstadt Rhein Main Neckar
6433010,"Raunheim, Stadt",12.61,"16,149",30,Größere Kleinstadt,1,West,60326,Rüsselsheim,16,IHK Darmstadt Rhein Main Neckar
6433011,"Riedstadt, Stadt",73.73,"23,591",20,Mittelstadt,1,West,60327,Darmstadt,16,IHK Darmstadt Rhein Main Neckar
6433012,"Rüsselsheim am Main, Stadt",58.29,"64,922",20,Mittelstadt,1,West,60326,Rüsselsheim,16,IHK Darmstadt Rhein Main Neckar
6433013,Stockstadt am Rhein,18.73,"5,995",40,Kleine Kleinstadt,1,West,60327,Darmstadt,16,IHK Darmstadt Rhein Main Neckar
6433014,Trebur,50.14,"13,208",30,Größere Kleinstadt,1,West,60326,Rüsselsheim,16,IHK Darmstadt Rhein Main Neckar
6434001,"Bad Homburg v. d. Höhe, Stadt",51.16,"53,884",20,Mittelstadt,1,West,60318,Bad Homburg/Oberursel/Friedrichsdorf,27,IHK Frankfurt am Main
6434002,"Friedrichsdorf, Stadt",30.16,"25,268",20,Mittelstadt,1,West,60318,Bad Homburg/Oberursel/Friedrichsdorf,27,IHK Frankfurt am Main
6434003,Glashütten,27.07,"5,446",40,Kleine Kleinstadt,1,West,60319,Königstein/Kronberg/Schwalbach/Bad Soden,27,IHK Frankfurt am Main
6434004,Grävenwiesbach,43.16,"5,374",40,Kleine Kleinstadt,1,West,60302,Usingen,27,IHK Frankfurt am Main
6434005,"Königstein im Taunus, Stadt",25.07,"16,567",30,Größere Kleinstadt,1,West,60319,Königstein/Kronberg/Schwalbach/Bad Soden,27,IHK Frankfurt am Main
6434006,"Kronberg im Taunus, Stadt",18.62,"18,465",30,Größere Kleinstadt,1,West,60319,Königstein/Kronberg/Schwalbach/Bad Soden,27,IHK Frankfurt am Main
6434007,"Neu-Anspach, Stadt",36.14,"14,704",30,Größere Kleinstadt,1,West,60302,Usingen,27,IHK Frankfurt am Main
6434008,"Oberursel (Taunus), Stadt",45.37,"46,069",20,Mittelstadt,1,West,60318,Bad Homburg/Oberursel/Friedrichsdorf,27,IHK Frankfurt am Main
6434009,Schmitten,35.50,"9,379",40,Kleine Kleinstadt,1,West,60302,Usingen,27,IHK Frankfurt am Main
6434010,"Steinbach (Taunus), Stadt",4.40,"10,570",30,Größere Kleinstadt,1,West,60318,Bad Homburg/Oberursel/Friedrichsdorf,27,IHK Frankfurt am Main
6434011,"Usingen, Stadt",55.83,"14,437",30,Größere Kleinstadt,1,West,60302,Usingen,27,IHK Frankfurt am Main
6434012,Wehrheim,38.36,"9,410",40,Kleine Kleinstadt,1,West,60302,Usingen,27,IHK Frankfurt am Main
6434013,Weilrod,71.16,"6,422",40,Kleine Kleinstadt,1,West,60302,Usingen,27,IHK Frankfurt am Main
6435001,"Bad Orb, Stadt",47.78,"9,917",40,Kleine Kleinstadt,1,West,60307,Bad Orb,36,IHK Hanau-Gelnhausen-Schlüchtern
6435002,"Bad Soden-Salmünster, Stadt",58.60,"13,399",30,Größere Kleinstadt,1,West,60309,Wächtersbach/Bad Soden-Salmünster,36,IHK Hanau-Gelnhausen-Schlüchtern
6435003,Biebergemünd,78.55,"8,397",40,Kleine Kleinstadt,1,West,60308,Gelnhausen,36,IHK Hanau-Gelnhausen-Schlüchtern
6435004,Birstein,86.63,"6,223",40,Kleine Kleinstadt,1,West,60309,Wächtersbach/Bad Soden-Salmünster,36,IHK Hanau-Gelnhausen-Schlüchtern
6435005,Brachttal,30.85,"5,138",40,Kleine Kleinstadt,1,West,60309,Wächtersbach/Bad Soden-Salmünster,36,IHK Hanau-Gelnhausen-Schlüchtern
6435006,"Bruchköbel, Stadt",29.69,"20,390",20,Mittelstadt,1,West,60321,Hanau,36,IHK Hanau-Gelnhausen-Schlüchtern
6435007,"Erlensee, Stadt",18.59,"14,578",30,Größere Kleinstadt,1,West,60321,Hanau,36,IHK Hanau-Gelnhausen-Schlüchtern
6435008,Flörsbachtal,52.11,"2,311",50,Landgemeinde,1,West,60307,Bad Orb,36,IHK Hanau-Gelnhausen-Schlüchtern
6435009,Freigericht,33.44,"14,415",30,Größere Kleinstadt,1,West,60321,Hanau,36,IHK Hanau-Gelnhausen-Schlüchtern
6435010,"Gelnhausen, Barbarossast., Krst.",45.19,"22,873",20,Mittelstadt,1,West,60308,Gelnhausen,36,IHK Hanau-Gelnhausen-Schlüchtern
6435011,Großkrotzenburg,7.45,"7,589",40,Kleine Kleinstadt,1,West,60321,Hanau,36,IHK Hanau-Gelnhausen-Schlüchtern
6435012,Gründau,67.64,"14,791",30,Größere Kleinstadt,1,West,60308,Gelnhausen,36,IHK Hanau-Gelnhausen-Schlüchtern
6435013,Hammersbach,20.14,"4,843",50,Landgemeinde,1,West,60321,Hanau,36,IHK Hanau-Gelnhausen-Schlüchtern
6435014,"Hanau, Brüder-Grimm-Stadt",76.49,"96,130",20,Mittelstadt,1,West,60321,Hanau,36,IHK Hanau-Gelnhausen-Schlüchtern
6435015,Hasselroth,18.92,"7,337",40,Kleine Kleinstadt,1,West,60321,Hanau,36,IHK Hanau-Gelnhausen-Schlüchtern
6435016,Jossgrund,50.61,"3,468",50,Landgemeinde,1,West,60307,Bad Orb,36,IHK Hanau-Gelnhausen-Schlüchtern
6435017,"Langenselbold, Stadt",26.26,"13,944",30,Größere Kleinstadt,1,West,60321,Hanau,36,IHK Hanau-Gelnhausen-Schlüchtern
6435018,Linsengericht,29.82,"9,862",40,Kleine Kleinstadt,1,West,60308,Gelnhausen,36,IHK Hanau-Gelnhausen-Schlüchtern
6435019,"Maintal, Stadt",32.40,"38,930",20,Mittelstadt,1,West,60320,Frankfurt,36,IHK Hanau-Gelnhausen-Schlüchtern
6435020,Neuberg,10.54,"5,391",40,Kleine Kleinstadt,1,West,60321,Hanau,36,IHK Hanau-Gelnhausen-Schlüchtern
6435021,"Nidderau, Stadt",46.73,"20,120",20,Mittelstadt,1,West,60321,Hanau,36,IHK Hanau-Gelnhausen-Schlüchtern
6435022,Niederdorfelden,6.53,"3,930",50,Landgemeinde,1,West,60321,Hanau,36,IHK Hanau-Gelnhausen-Schlüchtern
6435023,Rodenbach,16.73,"11,194",30,Größere Kleinstadt,1,West,60321,Hanau,36,IHK Hanau-Gelnhausen-Schlüchtern
6435024,Ronneburg,14.25,"3,413",50,Landgemeinde,1,West,60321,Hanau,36,IHK Hanau-Gelnhausen-Schlüchtern
6435025,"Schlüchtern, Stadt",113.31,"15,932",30,Größere Kleinstadt,1,West,60306,Schlüchtern,36,IHK Hanau-Gelnhausen-Schlüchtern
6435026,Schöneck,21.50,"11,902",30,Größere Kleinstadt,1,West,60321,Hanau,36,IHK Hanau-Gelnhausen-Schlüchtern
6435027,Sinntal,111.84,"8,946",40,Kleine Kleinstadt,1,West,60306,Schlüchtern,36,IHK Hanau-Gelnhausen-Schlüchtern
6435028,"Steinau an der Straße, Brüder-Grimm-Stadt",104.87,"10,344",30,Größere Kleinstadt,1,West,60306,Schlüchtern,36,IHK Hanau-Gelnhausen-Schlüchtern
6435029,"Wächtersbach, Stadt",50.79,"12,501",30,Größere Kleinstadt,1,West,60309,Wächtersbach/Bad Soden-Salmünster,36,IHK Hanau-Gelnhausen-Schlüchtern
6435200,"Gutsbezirk Spessart, gemfr. Gebiet",89.30,0,50,Landgemeinde,1,West,60309,Wächtersbach/Bad Soden-Salmünster,36,IHK Hanau-Gelnhausen-Schlüchtern
6436001,"Bad Soden am Taunus, Stadt",12.55,"22,563",20,Mittelstadt,1,West,60319,Königstein/Kronberg/Schwalbach/Bad Soden,27,IHK Frankfurt am Main
6436002,"Eppstein, Stadt",24.21,"13,644",30,Größere Kleinstadt,1,West,60317,Hattersheim/Hofheim/Kelkheim,27,IHK Frankfurt am Main
6436003,"Eschborn, Stadt",12.13,"21,419",20,Mittelstadt,1,West,60319,Königstein/Kronberg/Schwalbach/Bad Soden,27,IHK Frankfurt am Main
6436004,"Flörsheim am Main, Stadt",22.95,"21,260",20,Mittelstadt,1,West,60316,Hochheim/Flörsheim,27,IHK Frankfurt am Main
6436005,"Hattersheim am Main, Stadt",15.81,"27,479",20,Mittelstadt,1,West,60317,Hattersheim/Hofheim/Kelkheim,27,IHK Frankfurt am Main
6436006,"Hochheim am Main, Stadt",19.43,"17,620",30,Größere Kleinstadt,1,West,60316,Hochheim/Flörsheim,78,IHK Wiesbaden
6436007,"Hofheim am Taunus, Kreisstadt",57.38,"39,692",20,Mittelstadt,1,West,60317,Hattersheim/Hofheim/Kelkheim,27,IHK Frankfurt am Main
6436008,"Kelkheim (Taunus), Stadt",30.65,"28,829",20,Mittelstadt,1,West,60317,Hattersheim/Hofheim/Kelkheim,27,IHK Frankfurt am Main
6436009,Kriftel,6.76,"11,272",30,Größere Kleinstadt,1,West,60317,Hattersheim/Hofheim/Kelkheim,27,IHK Frankfurt am Main
6436010,Liederbach am Taunus,6.20,"8,832",40,Kleine Kleinstadt,1,West,60317,Hattersheim/Hofheim/Kelkheim,27,IHK Frankfurt am Main
6436011,"Schwalbach am Taunus, Stadt",6.47,"15,422",30,Größere Kleinstadt,1,West,60319,Königstein/Kronberg/Schwalbach/Bad Soden,27,IHK Frankfurt am Main
6436012,Sulzbach (Taunus),7.85,"8,937",40,Kleine Kleinstadt,1,West,60319,Königstein/Kronberg/Schwalbach/Bad Soden,27,IHK Frankfurt am Main
6437001,"Bad König, Stadt",46.73,"9,760",40,Kleine Kleinstadt,1,West,60329,Michelstadt/Erbach,16,IHK Darmstadt Rhein Main Neckar
6437002,"Beerfelden, Stadt",71.19,"6,359",40,Kleine Kleinstadt,1,West,60329,Michelstadt/Erbach,16,IHK Darmstadt Rhein Main Neckar
6437003,Brensbach,23.18,"5,012",40,Kleine Kleinstadt,1,West,60329,Michelstadt/Erbach,16,IHK Darmstadt Rhein Main Neckar
6437004,"Breuberg, Stadt",30.76,"7,387",40,Kleine Kleinstadt,1,West,60329,Michelstadt/Erbach,16,IHK Darmstadt Rhein Main Neckar
6437005,Brombachtal,20.44,"3,487",50,Landgemeinde,1,West,60329,Michelstadt/Erbach,16,IHK Darmstadt Rhein Main Neckar
6437006,"Erbach, Kreisstadt",61.53,"13,630",30,Größere Kleinstadt,1,West,60329,Michelstadt/Erbach,16,IHK Darmstadt Rhein Main Neckar
6437007,Fränkisch-Crumbach,16.10,"3,150",50,Landgemeinde,1,West,60329,Michelstadt/Erbach,16,IHK Darmstadt Rhein Main Neckar
6437008,Hesseneck,29.98,615,50,Landgemeinde,1,West,60329,Michelstadt/Erbach,16,IHK Darmstadt Rhein Main Neckar
6437009,Höchst i. Odw.,30.51,"10,102",30,Größere Kleinstadt,1,West,60329,Michelstadt/Erbach,16,IHK Darmstadt Rhein Main Neckar
6437010,Lützelbach,35.44,"6,873",40,Kleine Kleinstadt,1,West,60329,Michelstadt/Erbach,16,IHK Darmstadt Rhein Main Neckar
6437011,"Michelstadt, Stadt",86.98,"16,088",30,Größere Kleinstadt,1,West,60329,Michelstadt/Erbach,16,IHK Darmstadt Rhein Main Neckar
6437012,Mossautal,48.50,"2,419",50,Landgemeinde,1,West,60329,Michelstadt/Erbach,16,IHK Darmstadt Rhein Main Neckar
6437013,Reichelsheim (Odenwald),58.21,"8,550",40,Kleine Kleinstadt,1,West,60329,Michelstadt/Erbach,16,IHK Darmstadt Rhein Main Neckar
6437014,Rothenberg,30.48,"2,238",50,Landgemeinde,1,West,60329,Michelstadt/Erbach,16,IHK Darmstadt Rhein Main Neckar
6437015,Sensbachtal,33.94,927,50,Landgemeinde,1,West,60329,Michelstadt/Erbach,16,IHK Darmstadt Rhein Main Neckar
6438001,"Dietzenbach, Kreisstadt",21.67,"34,055",20,Mittelstadt,1,West,60324,Heusenstamm/Rödermark/Rodagau/Dietzenbac,59,IHK Offenbach am Main
6438002,"Dreieich, Stadt",53.30,"41,548",20,Mittelstadt,1,West,60325,Neu-Isenburg/Dreieich/Langen,59,IHK Offenbach am Main
6438003,Egelsbach,14.82,"11,563",30,Größere Kleinstadt,1,West,60325,Neu-Isenburg/Dreieich/Langen,59,IHK Offenbach am Main
6438004,Hainburg,15.95,"14,456",30,Größere Kleinstadt,1,West,60323,Seligenstadt,59,IHK Offenbach am Main
6438005,"Heusenstamm, Stadt",19.03,"18,857",30,Größere Kleinstadt,1,West,60324,Heusenstamm/Rödermark/Rodagau/Dietzenbac,59,IHK Offenbach am Main
6438006,"Langen (Hessen), Stadt",29.12,"37,527",20,Mittelstadt,1,West,60325,Neu-Isenburg/Dreieich/Langen,59,IHK Offenbach am Main
6438007,Mainhausen,17.92,"9,319",40,Kleine Kleinstadt,1,West,60323,Seligenstadt,59,IHK Offenbach am Main
6438008,"Mühlheim am Main, Stadt",20.67,"28,318",20,Mittelstadt,1,West,60322,Offenbach,59,IHK Offenbach am Main
6438009,"Neu-Isenburg, Stadt",24.31,"37,512",20,Mittelstadt,1,West,60325,Neu-Isenburg/Dreieich/Langen,59,IHK Offenbach am Main
6438010,"Obertshausen, Stadt",13.62,"24,722",20,Mittelstadt,1,West,60324,Heusenstamm/Rödermark/Rodagau/Dietzenbac,59,IHK Offenbach am Main
6438011,"Rodgau, Stadt",65.04,"44,725",20,Mittelstadt,1,West,60324,Heusenstamm/Rödermark/Rodagau/Dietzenbac,59,IHK Offenbach am Main
6438012,"Rödermark, Stadt",29.99,"27,840",20,Mittelstadt,1,West,60324,Heusenstamm/Rödermark/Rodagau/Dietzenbac,59,IHK Offenbach am Main
6438013,"Seligenstadt, Stadt",30.85,"21,250",20,Mittelstadt,1,West,60323,Seligenstadt,59,IHK Offenbach am Main
6439001,Aarbergen,33.94,"6,082",40,Kleine Kleinstadt,1,West,60312,Bad Schwalbach,78,IHK Wiesbaden
6439002,"Bad Schwalbach, Kreisstadt",40.27,"11,063",30,Größere Kleinstadt,1,West,60312,Bad Schwalbach,78,IHK Wiesbaden
6439003,"Eltville am Rhein, Stadt",46.77,"17,125",30,Größere Kleinstadt,1,West,60314,Eltville,78,IHK Wiesbaden
6439004,"Geisenheim, Hochschulstadt",40.35,"11,677",30,Größere Kleinstadt,1,West,60315,Rüdesheim/Geisenheim,78,IHK Wiesbaden
6439005,Heidenrod,95.94,"7,880",40,Kleine Kleinstadt,1,West,60312,Bad Schwalbach,78,IHK Wiesbaden
6439006,Hohenstein,63.79,"6,137",40,Kleine Kleinstadt,1,West,60312,Bad Schwalbach,78,IHK Wiesbaden
6439007,Hünstetten,50.56,"10,475",30,Größere Kleinstadt,1,West,60310,Idstein,78,IHK Wiesbaden
6439008,"Idstein, Hochschulstadt",79.69,"24,811",20,Mittelstadt,1,West,60310,Idstein,78,IHK Wiesbaden
6439009,Kiedrich,12.35,"4,080",50,Landgemeinde,1,West,60314,Eltville,78,IHK Wiesbaden
6439010,"Lorch, Stadt",54.53,"3,861",50,Landgemeinde,1,West,60315,Rüdesheim/Geisenheim,78,IHK Wiesbaden
6439011,Niedernhausen,35.31,"14,727",30,Größere Kleinstadt,1,West,60310,Idstein,78,IHK Wiesbaden
6439012,"Oestrich-Winkel, Stadt",59.53,"11,838",30,Größere Kleinstadt,1,West,60315,Rüdesheim/Geisenheim,78,IHK Wiesbaden
6439013,"Rüdesheim am Rhein, Stadt",51.44,"9,959",40,Kleine Kleinstadt,1,West,60315,Rüdesheim/Geisenheim,78,IHK Wiesbaden
6439014,Schlangenbad,36.55,"6,433",40,Kleine Kleinstadt,1,West,60312,Bad Schwalbach,78,IHK Wiesbaden
6439015,"Taunusstein, Stadt",67.03,"29,746",20,Mittelstadt,1,West,60311,Taunusstein,78,IHK Wiesbaden
6439016,Waldems,36.69,"5,171",40,Kleine Kleinstadt,1,West,60310,Idstein,78,IHK Wiesbaden
6439017,Walluf,6.74,"5,537",40,Kleine Kleinstadt,1,West,60314,Eltville,78,IHK Wiesbaden
6440001,Altenstadt,30.09,"12,063",30,Größere Kleinstadt,1,West,60305,Büdingen,32,IHK Gießen-Friedberg
6440002,"Bad Nauheim, Stadt",32.54,"32,102",20,Mittelstadt,1,West,60304,Friedberg/Bad Nauheim,32,IHK Gießen-Friedberg
6440003,"Bad Vilbel, Stadt",25.68,"33,745",20,Mittelstadt,1,West,60320,Frankfurt,32,IHK Gießen-Friedberg
6440004,"Büdingen, Stadt",122.88,"22,043",20,Mittelstadt,1,West,60305,Büdingen,32,IHK Gießen-Friedberg
6440005,"Butzbach, Friedrich-Ludwig-Weidig-Stadt",106.60,"26,016",20,Mittelstadt,1,West,60301,Butzbach,32,IHK Gießen-Friedberg
6440006,Echzell,37.61,"5,796",40,Kleine Kleinstadt,1,West,60303,Nidda,32,IHK Gießen-Friedberg
6440007,"Florstadt, Stadt",39.60,"8,702",40,Kleine Kleinstadt,1,West,60304,Friedberg/Bad Nauheim,32,IHK Gießen-Friedberg
6440008,"Friedberg (Hessen), Kreisstadt",50.17,"28,962",20,Mittelstadt,1,West,60304,Friedberg/Bad Nauheim,32,IHK Gießen-Friedberg
6440009,"Gedern, Stadt",75.24,"7,387",40,Kleine Kleinstadt,1,West,60305,Büdingen,32,IHK Gießen-Friedberg
6440010,Glauburg,12.67,"3,054",50,Landgemeinde,1,West,60305,Büdingen,32,IHK Gießen-Friedberg
6440011,Hirzenhain,16.11,"2,882",50,Landgemeinde,1,West,60305,Büdingen,32,IHK Gießen-Friedberg
6440012,"Karben, Stadt",43.94,"22,049",20,Mittelstadt,1,West,60304,Friedberg/Bad Nauheim,32,IHK Gießen-Friedberg
6440013,Kefenrod,30.66,"2,721",50,Landgemeinde,1,West,60305,Büdingen,32,IHK Gießen-Friedberg
6440014,Limeshain,12.50,"5,619",40,Kleine Kleinstadt,1,West,60305,Büdingen,32,IHK Gießen-Friedberg
6440015,"Münzenberg, Stadt",31.63,"5,684",40,Kleine Kleinstadt,1,West,60301,Butzbach,32,IHK Gießen-Friedberg
6440016,"Nidda, Stadt",118.35,"17,334",30,Größere Kleinstadt,1,West,60303,Nidda,32,IHK Gießen-Friedberg
6440017,"Niddatal, Stadt",40.26,"9,533",40,Kleine Kleinstadt,1,West,60304,Friedberg/Bad Nauheim,32,IHK Gießen-Friedberg
6440018,Ober-Mörlen,37.65,"5,740",40,Kleine Kleinstadt,1,West,60304,Friedberg/Bad Nauheim,32,IHK Gießen-Friedberg
6440019,"Ortenberg, Stadt",54.69,"9,036",40,Kleine Kleinstadt,1,West,60305,Büdingen,32,IHK Gießen-Friedberg
6440020,Ranstadt,34.26,"5,029",40,Kleine Kleinstadt,1,West,60303,Nidda,32,IHK Gießen-Friedberg
6440021,"Reichelsheim (Wetterau), Stadt",27.60,"6,813",40,Kleine Kleinstadt,1,West,60304,Friedberg/Bad Nauheim,32,IHK Gießen-Friedberg
6440022,Rockenberg,16.14,"4,378",50,Landgemeinde,1,West,60301,Butzbach,32,IHK Gießen-Friedberg
6440023,"Rosbach v. d. Höhe, Stadt",45.33,"12,266",30,Größere Kleinstadt,1,West,60304,Friedberg/Bad Nauheim,32,IHK Gießen-Friedberg
6440024,Wölfersheim,43.11,"9,911",40,Kleine Kleinstadt,1,West,60304,Friedberg/Bad Nauheim,32,IHK Gießen-Friedberg
6440025,Wöllstadt,15.38,"6,447",40,Kleine Kleinstadt,1,West,60304,Friedberg/Bad Nauheim,32,IHK Gießen-Friedberg
6531001,"Allendorf (Lumda), Stadt",22.01,"4,092",50,Landgemeinde,1,West,60211,Giessen,32,IHK Gießen-Friedberg
6531002,Biebertal,43.94,"10,110",30,Größere Kleinstadt,1,West,60211,Giessen,18,IHK Lahn-Dill
6531003,Buseck,38.67,"12,738",30,Größere Kleinstadt,1,West,60211,Giessen,32,IHK Gießen-Friedberg
6531004,Fernwald,21.57,"6,682",40,Kleine Kleinstadt,1,West,60211,Giessen,32,IHK Gießen-Friedberg
6531005,"Gießen, Universitätsstadt",72.55,"87,343",20,Mittelstadt,1,West,60211,Giessen,32,IHK Gießen-Friedberg
6531006,"Grünberg, Stadt",89.24,"13,716",30,Größere Kleinstadt,1,West,60212,Grünberg/Laubach,32,IHK Gießen-Friedberg
6531007,Heuchelheim,10.58,"7,677",40,Kleine Kleinstadt,1,West,60211,Giessen,32,IHK Gießen-Friedberg
6531008,"Hungen, Stadt",86.78,"12,506",30,Größere Kleinstadt,1,West,60213,Lich/Hungen,32,IHK Gießen-Friedberg
6531009,Langgöns,52.54,"11,665",30,Größere Kleinstadt,1,West,60211,Giessen,32,IHK Gießen-Friedberg
6531010,"Laubach, Stadt",97.02,"9,575",40,Kleine Kleinstadt,1,West,60212,Grünberg/Laubach,32,IHK Gießen-Friedberg
6531011,"Lich, Stadt",77.63,"13,508",30,Größere Kleinstadt,1,West,60213,Lich/Hungen,32,IHK Gießen-Friedberg
6531012,"Linden, Stadt",22.77,"12,925",30,Größere Kleinstadt,1,West,60211,Giessen,32,IHK Gießen-Friedberg
6531013,"Lollar, Stadt",21.41,"10,304",30,Größere Kleinstadt,1,West,60211,Giessen,32,IHK Gießen-Friedberg
6531014,"Pohlheim, Stadt",38.00,"18,184",30,Größere Kleinstadt,1,West,60211,Giessen,32,IHK Gießen-Friedberg
6531015,Rabenau,43.40,"5,057",40,Kleine Kleinstadt,1,West,60211,Giessen,32,IHK Gießen-Friedberg
6531016,Reiskirchen,44.99,"10,229",30,Größere Kleinstadt,1,West,60211,Giessen,32,IHK Gießen-Friedberg
6531017,"Staufenberg, Stadt",28.60,"8,334",40,Kleine Kleinstadt,1,West,60211,Giessen,32,IHK Gießen-Friedberg
6531018,Wettenberg,42.96,"12,411",30,Größere Kleinstadt,1,West,60211,Giessen,18,IHK Lahn-Dill
6532001,"Aßlar, Stadt",43.57,"13,605",30,Größere Kleinstadt,1,West,60210,Wetzlar,18,IHK Lahn-Dill
6532002,Bischoffen,35.37,"3,371",50,Landgemeinde,1,West,60210,Wetzlar,18,IHK Lahn-Dill
6532003,"Braunfels, Stadt",47.29,"10,973",30,Größere Kleinstadt,1,West,60210,Wetzlar,18,IHK Lahn-Dill
6532004,Breitscheid,31.75,"4,758",50,Landgemeinde,1,West,60209,Herborn,18,IHK Lahn-Dill
6532005,Dietzhölztal,37.45,"5,650",40,Kleine Kleinstadt,1,West,60202,Haiger/Dillenburg,18,IHK Lahn-Dill
6532006,"Dillenburg, Oranienstadt",83.89,"23,471",20,Mittelstadt,1,West,60202,Haiger/Dillenburg,18,IHK Lahn-Dill
6532007,Driedorf,47.55,"5,082",40,Kleine Kleinstadt,1,West,60209,Herborn,18,IHK Lahn-Dill
6532008,Ehringshausen,45.43,"9,411",40,Kleine Kleinstadt,1,West,60210,Wetzlar,18,IHK Lahn-Dill
6532009,Eschenburg,45.78,"10,121",30,Größere Kleinstadt,1,West,60202,Haiger/Dillenburg,18,IHK Lahn-Dill
6532010,Greifenstein,67.42,"6,727",40,Kleine Kleinstadt,1,West,60210,Wetzlar,18,IHK Lahn-Dill
6532011,"Haiger, Stadt",106.67,"19,329",30,Größere Kleinstadt,1,West,60202,Haiger/Dillenburg,18,IHK Lahn-Dill
6532012,"Herborn, Stadt",63.80,"20,688",20,Mittelstadt,1,West,60209,Herborn,18,IHK Lahn-Dill
6532013,Hohenahr,45.67,"4,769",50,Landgemeinde,1,West,60210,Wetzlar,18,IHK Lahn-Dill
6532014,Hüttenberg,40.74,"10,855",30,Größere Kleinstadt,1,West,60210,Wetzlar,18,IHK Lahn-Dill
6532015,Lahnau,23.93,"8,226",40,Kleine Kleinstadt,1,West,60210,Wetzlar,18,IHK Lahn-Dill
6532016,"Leun, Stadt",28.66,"5,790",40,Kleine Kleinstadt,1,West,60210,Wetzlar,18,IHK Lahn-Dill
6532017,Mittenaar,35.18,"4,847",50,Landgemeinde,1,West,60209,Herborn,18,IHK Lahn-Dill
6532018,Schöffengrund,34.11,"6,413",40,Kleine Kleinstadt,1,West,60210,Wetzlar,18,IHK Lahn-Dill
6532019,Siegbach,29.08,"2,630",50,Landgemeinde,1,West,60209,Herborn,18,IHK Lahn-Dill
6532020,Sinn,18.72,"6,371",40,Kleine Kleinstadt,1,West,60209,Herborn,18,IHK Lahn-Dill
