kennziffer,name,fl17,bev17,sgtyp,sgtyp_name,wo,,mittelb17,mittelb17name,ihk17,ihk17name
9278948,Mitterfels (VGem),63.68,"7,283",50,Landgemeinde,1,West,91203,Straubing,62,IHK für Niederbayern
9278949,Hunderdorf (VGem),54.63,"6,126",50,Landgemeinde,1,West,91209,Bogen,62,IHK für Niederbayern
9278950,Rain (VGem),64.84,"7,822",50,Landgemeinde,1,West,91203,Straubing,62,IHK für Niederbayern
9278952,Schwarzach (VGem),94.52,"7,494",50,Landgemeinde,1,West,91209,Bogen,62,IHK für Niederbayern
9278956,Aiterhofen (VGem),65.09,"5,844",50,Landgemeinde,1,West,91203,Straubing,62,IHK für Niederbayern
9278957,Straßkirchen (VGem),54.24,"4,302",50,Landgemeinde,1,West,91203,Straubing,62,IHK für Niederbayern
9279112,"Dingolfing, Stadt",44.00,"19,503",30,Größere Kleinstadt,1,West,91303,Dingolfing,62,IHK für Niederbayern
9279113,"Eichendorf, Markt",98.19,"6,630",40,Kleine Kleinstadt,1,West,91304,Landau a.d.Isar,62,IHK für Niederbayern
9279115,"Frontenhausen, Markt",30.43,"4,637",50,Landgemeinde,1,West,91303,Dingolfing,62,IHK für Niederbayern
9279122,"Landau a.d.Isar, Stadt",84.39,"13,364",30,Größere Kleinstadt,1,West,91304,Landau a.d.Isar,62,IHK für Niederbayern
9279124,Loiching,38.89,"3,584",50,Landgemeinde,1,West,91303,Dingolfing,62,IHK für Niederbayern
9279126,Marklkofen,40.72,"3,690",50,Landgemeinde,1,West,91303,Dingolfing,62,IHK für Niederbayern
9279127,Mengkofen,84.65,"6,117",40,Kleine Kleinstadt,1,West,91303,Dingolfing,62,IHK für Niederbayern
9279128,Moosthenning,70.40,"4,931",50,Landgemeinde,1,West,91303,Dingolfing,62,IHK für Niederbayern
9279130,Niederviehbach,29.62,"2,580",50,Landgemeinde,1,West,91303,Dingolfing,62,IHK für Niederbayern
9279132,"Pilsting, Markt",71.20,"6,545",40,Kleine Kleinstadt,1,West,91304,Landau a.d.Isar,62,IHK für Niederbayern
9279134,"Reisbach, Markt",94.19,"7,763",40,Kleine Kleinstadt,1,West,91303,Dingolfing,62,IHK für Niederbayern
9279135,"Simbach, Markt",51.19,"3,964",50,Landgemeinde,1,West,91304,Landau a.d.Isar,62,IHK für Niederbayern
9279137,"Wallersdorf, Markt",71.16,"6,977",40,Kleine Kleinstadt,1,West,91304,Landau a.d.Isar,62,IHK für Niederbayern
9279908,Mamming (VGem),68.54,"5,546",50,Landgemeinde,1,West,91303,Dingolfing,62,IHK für Niederbayern
9361000,Amberg,50.13,"42,248",20,Mittelstadt,1,West,90605,Amberg,65,IHK für Oberpfalz/Kelheim
9362000,Regensburg,80.85,"150,894",10,Großstadt,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9363000,Weiden i.d.OPf.,70.57,"42,543",20,Mittelstadt,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9371111,Ammerthal,8.14,"2,070",50,Landgemeinde,1,West,90605,Amberg,65,IHK für Oberpfalz/Kelheim
9371113,"Auerbach i.d.OPf., Stadt",78.25,"8,803",40,Kleine Kleinstadt,1,West,90508,Pegnitz,65,IHK für Oberpfalz/Kelheim
9371118,Ebermannsdorf,45.39,"2,439",50,Landgemeinde,1,West,90605,Amberg,65,IHK für Oberpfalz/Kelheim
9371119,Edelsfeld,34.71,"1,900",50,Landgemeinde,1,West,90604,Sulzbach-Rosenberg,65,IHK für Oberpfalz/Kelheim
9371120,Ensdorf,56.12,"2,174",50,Landgemeinde,1,West,90605,Amberg,65,IHK für Oberpfalz/Kelheim
9371121,"Freihung, Markt",46.35,"2,534",50,Landgemeinde,1,West,90605,Amberg,65,IHK für Oberpfalz/Kelheim
9371122,Freudenberg,82.04,"4,152",50,Landgemeinde,1,West,90605,Amberg,65,IHK für Oberpfalz/Kelheim
9371127,"Hirschau, Stadt",74.96,"5,722",40,Kleine Kleinstadt,1,West,90605,Amberg,65,IHK für Oberpfalz/Kelheim
9371129,"Hohenburg, Markt",41.49,"1,550",50,Landgemeinde,1,West,90605,Amberg,65,IHK für Oberpfalz/Kelheim
9371132,"Kastl, Markt",64.88,"2,467",50,Landgemeinde,1,West,90605,Amberg,65,IHK für Oberpfalz/Kelheim
9371136,Kümmersbruck,47.30,"9,788",40,Kleine Kleinstadt,1,West,90605,Amberg,65,IHK für Oberpfalz/Kelheim
9371144,Poppenricht,11.58,"3,367",50,Landgemeinde,1,West,90605,Amberg,65,IHK für Oberpfalz/Kelheim
9371146,"Rieden, Markt",32.30,"2,644",50,Landgemeinde,1,West,90605,Amberg,65,IHK für Oberpfalz/Kelheim
9371148,"Schmidmühlen, Markt",25.33,"2,321",50,Landgemeinde,1,West,90605,Amberg,65,IHK für Oberpfalz/Kelheim
9371150,"Schnaittenbach, Stadt",63.41,"4,188",50,Landgemeinde,1,West,90605,Amberg,65,IHK für Oberpfalz/Kelheim
9371151,"Sulzbach-Rosenberg, Stadt",53.12,"19,500",30,Größere Kleinstadt,1,West,90604,Sulzbach-Rosenberg,65,IHK für Oberpfalz/Kelheim
9371154,Ursensollen,74.65,"3,642",50,Landgemeinde,1,West,90605,Amberg,65,IHK für Oberpfalz/Kelheim
9371156,"Vilseck, Stadt",64.69,"5,947",40,Kleine Kleinstadt,1,West,90605,Amberg,65,IHK für Oberpfalz/Kelheim
9371444,Gdefr. Geb. (Lkr Amberg-Sulzbach),2.78,0,50,Landgemeinde,1,West,90605,Amberg,65,IHK für Oberpfalz/Kelheim
9371901,Hahnbach (VGem),85.51,"5,826",50,Landgemeinde,1,West,90605,Amberg,65,IHK für Oberpfalz/Kelheim
9371902,Königstein (VGem),66.16,"2,926",50,Landgemeinde,1,West,90604,Sulzbach-Rosenberg,65,IHK für Oberpfalz/Kelheim
9371903,Neukirchen b.Sulzbach-R. (VGem),80.02,"5,093",50,Landgemeinde,1,West,90604,Sulzbach-Rosenberg,65,IHK für Oberpfalz/Kelheim
9371904,Illschwang (VGem),116.66,"3,783",50,Landgemeinde,1,West,90604,Sulzbach-Rosenberg,65,IHK für Oberpfalz/Kelheim
9372112,Arnschwang,28.32,"1,972",50,Landgemeinde,1,West,91105,Furth i. Wald,65,IHK für Oberpfalz/Kelheim
9372113,Arrach,28.81,"2,464",50,Landgemeinde,1,West,91106,Kötzting,65,IHK für Oberpfalz/Kelheim
9372115,Blaibach,17.02,"1,928",50,Landgemeinde,1,West,91106,Kötzting,65,IHK für Oberpfalz/Kelheim
9372116,"Cham, Stadt",80.69,"16,796",30,Größere Kleinstadt,1,West,91104,Cham,65,IHK für Oberpfalz/Kelheim
9372117,Chamerau,23.40,"2,625",50,Landgemeinde,1,West,91104,Cham,65,IHK für Oberpfalz/Kelheim
9372124,"Eschlkam, Markt",60.46,"3,325",50,Landgemeinde,1,West,91105,Furth i. Wald,65,IHK für Oberpfalz/Kelheim
9372126,"Furth im Wald, Stadt",67.06,"9,047",40,Kleine Kleinstadt,1,West,91105,Furth i. Wald,65,IHK für Oberpfalz/Kelheim
9372130,Grafenwiesen,10.19,"1,531",50,Landgemeinde,1,West,91106,Kötzting,65,IHK für Oberpfalz/Kelheim
9372135,Hohenwarth,24.22,"1,915",50,Landgemeinde,1,West,91106,Kötzting,65,IHK für Oberpfalz/Kelheim
9372137,"Bad Kötzting, Stadt",62.15,"7,443",40,Kleine Kleinstadt,1,West,91106,Kötzting,65,IHK für Oberpfalz/Kelheim
9372138,"Lam, Markt",33.38,"2,612",50,Landgemeinde,1,West,91106,Kötzting,65,IHK für Oberpfalz/Kelheim
9372143,Miltach,25.23,"2,256",50,Landgemeinde,1,West,91106,Kötzting,65,IHK für Oberpfalz/Kelheim
9372144,"Neukirchen b.Hl.Blut, Markt",59.86,"3,696",50,Landgemeinde,1,West,91105,Furth i. Wald,65,IHK für Oberpfalz/Kelheim
9372146,Pemfling,44.54,"2,229",50,Landgemeinde,1,West,91104,Cham,65,IHK für Oberpfalz/Kelheim
9372151,Rimbach,24.73,"1,830",50,Landgemeinde,1,West,91106,Kötzting,65,IHK für Oberpfalz/Kelheim
9372153,"Roding, Stadt",113.70,"11,996",30,Größere Kleinstadt,1,West,91104,Cham,65,IHK für Oberpfalz/Kelheim
9372154,"Rötz, Stadt",66.68,"3,428",50,Landgemeinde,1,West,91104,Cham,65,IHK für Oberpfalz/Kelheim
9372155,Runding,20.94,"2,313",50,Landgemeinde,1,West,91104,Cham,65,IHK für Oberpfalz/Kelheim
9372157,Schönthal,43.70,"1,954",50,Landgemeinde,1,West,91104,Cham,65,IHK für Oberpfalz/Kelheim
9372158,Schorndorf,38.54,"2,762",50,Landgemeinde,1,West,91104,Cham,65,IHK für Oberpfalz/Kelheim
9372164,Traitsching,45.40,"4,132",50,Landgemeinde,1,West,91104,Cham,65,IHK für Oberpfalz/Kelheim
9372168,Waffenbrunn,25.17,"2,053",50,Landgemeinde,1,West,91104,Cham,65,IHK für Oberpfalz/Kelheim
9372171,"Waldmünchen, Stadt",101.17,"6,728",40,Kleine Kleinstadt,1,West,91104,Cham,65,IHK für Oberpfalz/Kelheim
9372175,Willmering,10.30,"1,957",50,Landgemeinde,1,West,91104,Cham,65,IHK für Oberpfalz/Kelheim
9372177,Zandt,21.61,"1,904",50,Landgemeinde,1,West,91106,Kötzting,65,IHK für Oberpfalz/Kelheim
9372178,Lohberg,59.24,"1,843",50,Landgemeinde,1,West,91106,Kötzting,65,IHK für Oberpfalz/Kelheim
9372908,Tiefenbach (VGem),66.70,"2,901",50,Landgemeinde,1,West,91104,Cham,65,IHK für Oberpfalz/Kelheim
9372910,Stamsried (VGem),52.55,"3,239",50,Landgemeinde,1,West,91104,Cham,65,IHK für Oberpfalz/Kelheim
9372912,Weiding (VGem),43.54,"3,389",50,Landgemeinde,1,West,91105,Furth i. Wald,65,IHK für Oberpfalz/Kelheim
9372913,Walderbach (VGem),44.66,"3,442",50,Landgemeinde,1,West,91104,Cham,65,IHK für Oberpfalz/Kelheim
9372917,Wald (VGem),70.74,"4,719",50,Landgemeinde,1,West,91104,Cham,65,IHK für Oberpfalz/Kelheim
9372918,Falkenstein (VGem),105.41,"6,910",50,Landgemeinde,1,West,91104,Cham,65,IHK für Oberpfalz/Kelheim
9373112,"Berching, Stadt",131.18,"8,567",40,Kleine Kleinstadt,1,West,91101,Neumarkt i.d. Oberpfalz,65,IHK für Oberpfalz/Kelheim
9373113,Berg b.Neumarkt i.d.OPf.,65.12,"7,779",40,Kleine Kleinstadt,1,West,91101,Neumarkt i.d. Oberpfalz,65,IHK für Oberpfalz/Kelheim
9373115,"Breitenbrunn, Markt",70.78,"3,471",50,Landgemeinde,1,West,91109,Parsberg,65,IHK für Oberpfalz/Kelheim
9373119,Deining,71.38,"4,658",50,Landgemeinde,1,West,91101,Neumarkt i.d. Oberpfalz,65,IHK für Oberpfalz/Kelheim
9373121,"Dietfurt a.d.Altmühl, Stadt",78.71,"6,112",40,Kleine Kleinstadt,1,West,91109,Parsberg,65,IHK für Oberpfalz/Kelheim
9373126,"Freystadt, Stadt",80.56,"9,045",40,Kleine Kleinstadt,1,West,91101,Neumarkt i.d. Oberpfalz,65,IHK für Oberpfalz/Kelheim
9373134,"Hohenfels, Markt",137.07,"2,146",50,Landgemeinde,1,West,91109,Parsberg,65,IHK für Oberpfalz/Kelheim
9373140,"Lauterhofen, Markt",82.97,"3,696",50,Landgemeinde,1,West,91101,Neumarkt i.d. Oberpfalz,65,IHK für Oberpfalz/Kelheim
9373143,"Lupburg, Markt",30.71,"2,382",50,Landgemeinde,1,West,91109,Parsberg,65,IHK für Oberpfalz/Kelheim
9373146,Mühlhausen,36.98,"4,991",50,Landgemeinde,1,West,91101,Neumarkt i.d. Oberpfalz,65,IHK für Oberpfalz/Kelheim
9373147,"Neumarkt i.d.OPf., GKSt",79.01,"39,822",20,Mittelstadt,1,West,91101,Neumarkt i.d. Oberpfalz,65,IHK für Oberpfalz/Kelheim
9373151,"Parsberg, Stadt",57.32,"7,046",40,Kleine Kleinstadt,1,West,91109,Parsberg,65,IHK für Oberpfalz/Kelheim
9373155,"Postbauer-Heng, Markt",24.65,"7,620",40,Kleine Kleinstadt,1,West,91101,Neumarkt i.d. Oberpfalz,65,IHK für Oberpfalz/Kelheim
9373156,"Pyrbaum, Markt",50.29,"5,837",40,Kleine Kleinstadt,1,West,91101,Neumarkt i.d. Oberpfalz,65,IHK für Oberpfalz/Kelheim
9373160,Seubersdorf i.d.OPf.,68.28,"5,119",40,Kleine Kleinstadt,1,West,91109,Parsberg,65,IHK für Oberpfalz/Kelheim
9373167,"Velburg, Stadt",175.66,"5,319",40,Kleine Kleinstadt,1,West,91109,Parsberg,65,IHK für Oberpfalz/Kelheim
9373921,Neumarkt i.d.OPf. (VGem),103.28,"9,034",50,Landgemeinde,1,West,91101,Neumarkt i.d. Oberpfalz,65,IHK für Oberpfalz/Kelheim
9374111,Altenstadt a.d.Waldnaab,22.06,"4,786",50,Landgemeinde,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9374118,"Eslarn, Markt",55.22,"2,720",50,Landgemeinde,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9374121,"Floß, Markt",54.39,"3,454",50,Landgemeinde,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9374122,Flossenbürg,23.27,"1,525",50,Landgemeinde,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9374124,"Grafenwöhr, Stadt",216.21,"6,302",40,Kleine Kleinstadt,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9374133,"Luhe-Wildenau, Markt",38.66,"3,400",50,Landgemeinde,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9374134,"Mantel, Markt",16.84,"2,764",50,Landgemeinde,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9374137,"Moosbach, Markt",64.31,"2,433",50,Landgemeinde,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9374139,"Neustadt a.d.Waldnaab, Stadt",9.93,"5,813",40,Kleine Kleinstadt,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9374162,"Vohenstrauß, Stadt",74.91,"7,377",40,Kleine Kleinstadt,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9374164,"Waidhaus, Markt",37.32,"2,199",50,Landgemeinde,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9374165,"Waldthurn, Markt",30.94,"1,914",50,Landgemeinde,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9374168,"Windischeschenbach, Stadt",36.37,"5,014",40,Kleine Kleinstadt,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9374444,Gdefr. Geb. (Lkr Neustadt a.d.Waldnaab),47.82,0,50,Landgemeinde,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9374923,Neustadt a.d.Waldnaab (VGem),127.67,"7,372",50,Landgemeinde,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9374924,Pressath (VGem),104.93,"6,738",40,Kleine Kleinstadt,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9374925,Weiherhammer (VGem),87.02,"6,583",50,Landgemeinde,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9374926,Kirchenthumbach (VGem),101.29,"5,123",50,Landgemeinde,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9374927,Eschenbach i.d.OPf. (VGem),79.20,"6,209",40,Kleine Kleinstadt,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9374929,Schirmitz (VGem),41.20,"6,352",50,Landgemeinde,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9374930,Tännesberg (VGem),78.92,"2,635",50,Landgemeinde,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9374931,Pleystein (VGem),79.21,"3,773",50,Landgemeinde,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9375117,Barbing,30.53,"5,403",40,Kleine Kleinstadt,1,West,91103,Neutraubling,65,IHK für Oberpfalz/Kelheim
9375118,"Beratzhausen, Markt",72.52,"5,567",40,Kleine Kleinstadt,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375119,Bernhardswald,71.81,"5,465",40,Kleine Kleinstadt,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375143,Hagelstadt,20.73,"1,996",50,Landgemeinde,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375148,"Hemau, Stadt",122.33,"9,119",40,Kleine Kleinstadt,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375161,Köfering,5.29,"2,583",50,Landgemeinde,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375165,"Lappersdorf, Markt",34.50,"13,314",30,Größere Kleinstadt,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375170,Mintraching,53.88,"4,826",50,Landgemeinde,1,West,91103,Neutraubling,65,IHK für Oberpfalz/Kelheim
9375174,"Neutraubling, Stadt",9.75,"13,655",30,Größere Kleinstadt,1,West,91103,Neutraubling,65,IHK für Oberpfalz/Kelheim
9375175,"Nittendorf, Markt",33.45,"9,241",40,Kleine Kleinstadt,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375179,Obertraubling,24.85,"8,348",40,Kleine Kleinstadt,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375180,Pentling,32.38,"6,060",40,Kleine Kleinstadt,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375181,Pettendorf,24.57,"3,306",50,Landgemeinde,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375183,Pfatter,48.16,"3,153",50,Landgemeinde,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375190,"Regenstauf, Markt",103.76,"16,205",30,Größere Kleinstadt,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375196,"Schierling, Markt",77.42,"8,083",40,Kleine Kleinstadt,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375199,Sinzing,44.12,"7,302",40,Kleine Kleinstadt,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375204,Tegernheim,11.43,"5,513",40,Kleine Kleinstadt,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375205,Thalmassing,37.11,"3,478",50,Landgemeinde,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375208,Wenzenbach,29.85,"8,543",40,Kleine Kleinstadt,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375209,Wiesent,26.73,"2,575",50,Landgemeinde,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375213,Zeitlarn,16.12,"5,929",40,Kleine Kleinstadt,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375444,Gdefr. Geb. (Lkr Regensburg),31.97,0,50,Landgemeinde,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375932,Kallmünz (VGem),81.71,"5,332",50,Landgemeinde,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375933,Laaber (VGem),52.89,"8,685",40,Kleine Kleinstadt,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375934,Pielenhofen-Wolfsegg (VGem),29.86,"3,111",50,Landgemeinde,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375935,Donaustauf (VGem),45.90,"7,471",50,Landgemeinde,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375936,Wörth a.d.Donau (VGem),82.77,"6,690",50,Landgemeinde,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375937,Alteglofsheim (VGem),28.50,"4,911",50,Landgemeinde,1,West,91102,Regensburg,65,IHK für Oberpfalz/Kelheim
9375938,Sünching (VGem),106.82,"6,336",50,Landgemeinde,1,West,91103,Neutraubling,65,IHK für Oberpfalz/Kelheim
9376116,Bodenwöhr,54.25,"4,290",50,Landgemeinde,1,West,90606,Schwandorf,65,IHK für Oberpfalz/Kelheim
9376117,"Bruck i.d.OPf., Markt",44.40,"4,467",50,Landgemeinde,1,West,90606,Schwandorf,65,IHK für Oberpfalz/Kelheim
9376119,"Burglengenfeld, Stadt",93.26,"13,329",30,Größere Kleinstadt,1,West,90607,Burglengenfeld/Teublitz/Maxhütte-Haidhof,65,IHK für Oberpfalz/Kelheim
9376125,Fensterbach,26.85,"2,364",50,Landgemeinde,1,West,90606,Schwandorf,65,IHK für Oberpfalz/Kelheim
9376141,"Maxhütte-Haidhof, Stadt",34.69,"11,394",30,Größere Kleinstadt,1,West,90607,Burglengenfeld/Teublitz/Maxhütte-Haidhof,65,IHK für Oberpfalz/Kelheim
9376147,"Neunburg vorm Wald, Stadt",110.14,"8,222",40,Kleine Kleinstadt,1,West,90606,Schwandorf,65,IHK für Oberpfalz/Kelheim
9376149,"Nittenau, Stadt",98.73,"8,906",40,Kleine Kleinstadt,1,West,90606,Schwandorf,65,IHK für Oberpfalz/Kelheim
9376150,"Wernberg-Köblitz, Markt",66.07,"5,703",40,Kleine Kleinstadt,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9376151,"Oberviechtach, Stadt",62.42,"4,967",40,Kleine Kleinstadt,1,West,90606,Schwandorf,65,IHK für Oberpfalz/Kelheim
9376159,Schmidgaden,41.25,"2,905",50,Landgemeinde,1,West,90606,Schwandorf,65,IHK für Oberpfalz/Kelheim
9376161,"Schwandorf, GKSt",123.81,"28,730",20,Mittelstadt,1,West,90606,Schwandorf,65,IHK für Oberpfalz/Kelheim
9376170,"Teublitz, Stadt",38.23,"7,341",40,Kleine Kleinstadt,1,West,90607,Burglengenfeld/Teublitz/Maxhütte-Haidhof,65,IHK für Oberpfalz/Kelheim
9376444,Gdefr. Geb. (Lkr Schwandorf),22.31,0,50,Landgemeinde,1,West,90606,Schwandorf,65,IHK für Oberpfalz/Kelheim
9376939,Oberviechtach (VGem),105.35,"5,127",50,Landgemeinde,1,West,90606,Schwandorf,65,IHK für Oberpfalz/Kelheim
9376941,Nabburg (VGem),120.62,"7,831",40,Kleine Kleinstadt,1,West,90606,Schwandorf,65,IHK für Oberpfalz/Kelheim
9376942,Schwarzenfeld (VGem),81.17,"9,440",40,Kleine Kleinstadt,1,West,90606,Schwandorf,65,IHK für Oberpfalz/Kelheim
9376943,Pfreimd (VGem),69.08,"6,347",40,Kleine Kleinstadt,1,West,90606,Schwandorf,65,IHK für Oberpfalz/Kelheim
9376944,Schönsee (VGem),83.26,"3,454",50,Landgemeinde,1,West,90606,Schwandorf,65,IHK für Oberpfalz/Kelheim
9376945,Neunburg vorm Wald (VGem),135.43,"4,504",50,Landgemeinde,1,West,90606,Schwandorf,65,IHK für Oberpfalz/Kelheim
9376946,Wackersdorf (VGem),53.77,"7,166",40,Kleine Kleinstadt,1,West,90606,Schwandorf,65,IHK für Oberpfalz/Kelheim
9377112,"Bärnau, Stadt",74.41,"3,190",50,Landgemeinde,1,West,90602,Tirschenreuth,65,IHK für Oberpfalz/Kelheim
9377116,"Erbendorf, Stadt",67.56,"5,097",40,Kleine Kleinstadt,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9377118,Friedenfels,16.28,"1,256",50,Landgemeinde,1,West,90602,Tirschenreuth,65,IHK für Oberpfalz/Kelheim
9377119,"Fuchsmühl, Markt",14.83,"1,566",50,Landgemeinde,1,West,90602,Tirschenreuth,65,IHK für Oberpfalz/Kelheim
9377127,Immenreuth,26.40,"1,942",50,Landgemeinde,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9377131,"Konnersreuth, Markt",23.48,"1,780",50,Landgemeinde,1,West,90601,Waldsassen,65,IHK für Oberpfalz/Kelheim
9377133,Kulmain,35.57,"2,269",50,Landgemeinde,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9377139,"Mähring, Markt",72.93,"1,781",50,Landgemeinde,1,West,90602,Tirschenreuth,65,IHK für Oberpfalz/Kelheim
9377142,"Neualbenreuth, Markt",50.13,"1,366",50,Landgemeinde,1,West,90601,Waldsassen,65,IHK für Oberpfalz/Kelheim
9377146,"Plößberg, Markt",74.21,"3,260",50,Landgemeinde,1,West,90602,Tirschenreuth,65,IHK für Oberpfalz/Kelheim
9377154,"Tirschenreuth, Stadt",103.95,"8,736",40,Kleine Kleinstadt,1,West,90602,Tirschenreuth,65,IHK für Oberpfalz/Kelheim
9377157,"Waldershof, Stadt",60.37,"4,297",50,Landgemeinde,1,West,90506,Wunsiedel/Marktredwitz,65,IHK für Oberpfalz/Kelheim
9377158,"Waldsassen, Stadt",66.53,"6,750",40,Kleine Kleinstadt,1,West,90601,Waldsassen,65,IHK für Oberpfalz/Kelheim
9377947,Mitterteich (VGem),117.18,"8,976",40,Kleine Kleinstadt,1,West,90602,Tirschenreuth,65,IHK für Oberpfalz/Kelheim
9377948,Kemnath (VGem),81.54,"6,799",40,Kleine Kleinstadt,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9377949,Neusorg (VGem),82.33,"6,071",50,Landgemeinde,1,West,90506,Wunsiedel/Marktredwitz,65,IHK für Oberpfalz/Kelheim
9377950,Krummennaab (VGem),34.59,"2,623",50,Landgemeinde,1,West,90603,Weiden i.d.Oberpfalz,65,IHK für Oberpfalz/Kelheim
9377951,Wiesau (VGem),81.97,"4,971",50,Landgemeinde,1,West,90602,Tirschenreuth,65,IHK für Oberpfalz/Kelheim
9461000,Bamberg,54.62,"77,179",20,Mittelstadt,1,West,90405,Bamberg,5,IHK Oberfranken Bayreuth
9462000,Bayreuth,66.89,"73,999",20,Mittelstadt,1,West,90507,Bayreuth,5,IHK Oberfranken Bayreuth
9463000,Coburg,48.29,"41,236",20,Mittelstadt,1,West,90402,Coburg,14,IHK zu Coburg
9464000,Hof,58.02,"45,950",20,Mittelstadt,1,West,90502,Hof,5,IHK Oberfranken Bayreuth
9471111,Altendorf,8.70,"2,101",50,Landgemeinde,1,West,90405,Bamberg,5,IHK Oberfranken Bayreuth
9471117,Bischberg,17.55,"6,080",40,Kleine Kleinstadt,1,West,90405,Bamberg,5,IHK Oberfranken Bayreuth
9471119,Breitengüßbach,16.86,"4,541",50,Landgemeinde,1,West,90405,Bamberg,5,IHK Oberfranken Bayreuth
9471123,"Buttenheim, Markt",30.07,"3,608",50,Landgemeinde,1,West,90405,Bamberg,5,IHK Oberfranken Bayreuth
9471131,Frensdorf,44.00,"5,060",40,Kleine Kleinstadt,1,West,90405,Bamberg,5,IHK Oberfranken Bayreuth
9471137,Gundelsheim,3.77,"3,419",50,Landgemeinde,1,West,90405,Bamberg,5,IHK Oberfranken Bayreuth
9471140,"Hallstadt, Stadt",14.60,"8,399",40,Kleine Kleinstadt,1,West,90405,Bamberg,5,IHK Oberfranken Bayreuth
9471142,"Heiligenstadt i.OFr., Markt",76.70,"3,545",50,Landgemeinde,1,West,90405,Bamberg,5,IHK Oberfranken Bayreuth
9471145,"Hirschaid, Markt",40.97,"12,304",30,Größere Kleinstadt,1,West,90405,Bamberg,5,IHK Oberfranken Bayreuth
